term,delta_aic,lr_stat,pvalue,group_field,pvalue_fdr
q25_sensitive_data_status_DISCUSSED,-7.055961148190363,57.05596114819036,0.00026273314271650405,dpa_name_canonical,0.002218635427383968
q25_sensitive_data_status_NOT_APPLICABLE,-7.055961148190363,57.05596114819036,0.00026273314271650405,dpa_name_canonical,0.002218635427383968
q25_sensitive_data_coverage_DISCUSSED,-7.055961148190136,57.055961148190136,0.00026273314271652254,dpa_name_canonical,0.002218635427383968
ORGANIZATION_SIZE_TIER_MULTINATIONAL_LARGE_ENTERPRISE_2,-6.189605424220417,14.189605424220417,0.006713864939666966,dpa_name_canonical,0.025512686770734472
n_corrective_measures,-4.863325666283799,78.8633256662838,7.376416493425e-05,dpa_name_canonical,0.0009343460891671667
ORGANIZATION_SIZE_TIER_SME_NOT_MENTIONED_2,-2.6455974571574643,32.645597457157464,0.005253109636576586,dpa_name_canonical,0.024952270773738787
CASE_ORIGIN_BREACH_NOTIFICATION,-2.0801796618991375,32.08017966189914,0.006278262645362472,dpa_name_canonical,0.025512686770734472
q46_vuln_status_DISCUSSED,-0.6023957816648817,62.60239578166488,0.0006587844902797083,dpa_name_canonical,0.0045516019328416205
q46_vuln_coverage_DISCUSSED,-0.6023957816648817,62.60239578166488,0.0006587844902797083,dpa_name_canonical,0.0045516019328416205
ORGANIZATION_SIZE_TIER_NON_PROFIT,-0.4340906044840267,14.434090604484027,0.04397780613264767,dpa_name_canonical,0.07957888728764816
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_NOT_MENTIONED_2,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_NOT_MENTIONED_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_NOT_APPLICABLE_NOT_MENTIONED_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_PUBLIC_SECTOR_BODY,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_MULTINATIONAL_NOT_APPLICABLE,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_COMPLAINT_EX_OFFICIO_DPA_INITIATIVE,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_COMPLAINT_BREACH_NOTIFICATION,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_PRIOR_CONSULTATION_REQUEST,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_PRIOR_CONSULTATION,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_OTHER,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_MULTINATIONAL_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_MULTINATIONAL,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_NOT_DISCUSSED,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_FOLLOW_UP_PRIOR_CASE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_NON_PROFIT,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_LARGE_ENTERPRISE_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_LARGE_ENTERPRISE_NOT_MENTIONED_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_LARGE_ENTERPRISE_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY_SME,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_LARGE_ENTERPRISE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_LARGE_ENTERPRISE_MULTINATIONAL_NON_PROFIT_PUBLIC_SECTOR_BODY_NOT_APPLICABLE_NOT_MENTIONED_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_NON_PROFIT_PUBLIC_SECTOR_BODY,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY_LARGE_ENTERPRISE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_NON_PROFIT_SME,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_NOT_APPLICABLE_NOT_MENTIONED_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_NOT_DISCUSSED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY_NOT_MENTIONED_2,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY_NON_PROFIT_SME,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY_NON_PROFIT,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_NOT_APPLICABLE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_NON_PROFIT_2,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_LARGE_ENTERPRISE_MULTINATIONAL_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_TYPE_UNKNOWN,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_TYPE_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_NOT_APPLICABLE_NOT_APPLICABLE_NOT_APPLICABLE_NOT_APPLICABLE_NOT_APPLICABLE_NOT_APPLICABLE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_NOT_APPLICABLE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_PUBLIC_SECTOR_BODY_2,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_NON_PROFIT_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_MULTINATIONAL_NOT_APPLICABLE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_MULTINATIONAL_LARGE_ENTERPRISE,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_MISSING,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_BANKING_SECTOR_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_UNKNOWN,0.0,0.0,,dpa_name_canonical,
CASE_ORIGIN_UNCLEAR,0.0,0.0,,dpa_name_canonical,
q47_remedial_status_NOT_DISCUSSED,0.0,0.0,,dpa_name_canonical,
q47_remedial_status_UNCLEAR,0.0,0.0,,dpa_name_canonical,
q47_remedial_status_NOT_APPLICABLE,0.0,0.0,,dpa_name_canonical,
q25_sensitive_data_coverage_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
q25_sensitive_data_status_UNCLEAR,0.0,0.0,,dpa_name_canonical,
q21_breach_types_coverage_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
q21_breach_types_status_MISSING,0.0,0.0,,dpa_name_canonical,
q47_remedial_status_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
q47_remedial_coverage_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
q47_remedial_status_MISSING,0.0,0.0,,dpa_name_canonical,
q46_vuln_status_NOT_DISCUSSED,0.0,0.0,,dpa_name_canonical,
q46_vuln_status_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_PUBLIC_SECTOR_BODY,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_UNCLEAR,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_NOT_MENTIONED_NOT_MENTIONED_NOT_MENTIONED_NOT_MENTIONED_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_NOT_MENTIONED_NOT_MENTIONED_NOT_MENTIONED_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
q25_sensitive_data_status_MISSING,0.0,0.0,,dpa_name_canonical,
q25_sensitive_data_status_NOT_DISCUSSED,0.0,0.0,,dpa_name_canonical,
q25_sensitive_data_status_NOT_MENTIONED,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_SIZE_TIER_SME_NOT_MENTIONED_UNCLEAR,0.0,0.0,,dpa_name_canonical,
q46_vuln_status_NOT_APPLICABLE,0.0,0.0,,dpa_name_canonical,
q46_vuln_status_MISSING,0.0,0.0,,dpa_name_canonical,
ORGANIZATION_TYPE_NOT_DISCUSSED,0.0,0.0,,dpa_name_canonical,
q21_breach_types_status_UNCLEAR,2.2737367544323206e-13,-2.2737367544323206e-13,,dpa_name_canonical,
q21_breach_types_status_NOT_MENTIONED,2.2737367544323206e-13,-2.2737367544323206e-13,,dpa_name_canonical,
q21_breach_types_status_NOT_DISCUSSED,2.2737367544323206e-13,-2.2737367544323206e-13,,dpa_name_canonical,
ORGANIZATION_TYPE_NATURAL_PERSON,0.6261923925576411,15.373807607442359,0.052271788701416425,dpa_name_canonical,0.0923873474722709
ORGANIZATION_SIZE_TIER_SME,1.276804092258999,32.723195907741,0.012217144515971499,dpa_name_canonical,0.03208809392003531
ORGANIZATION_SIZE_TIER_MULTINATIONAL_NOT_MENTIONED,1.509430257120357,0.49056974287964294,0.48367326524142007,dpa_name_canonical,0.5569570933083019
ORGANIZATION_SIZE_TIER_SME_NOT_MENTIONED_UNCLEAR_2,1.7477438489877386,0.2522561510122614,0.6154909134880402,dpa_name_canonical,0.6588353440153669
CASE_ORIGIN_COMPLAINT_BREACH_NOTIFICATION_2,1.9146081182980197,0.08539188170198031,0.7701192668685809,dpa_name_canonical,0.7909333011082722
ORGANIZATION_SIZE_TIER_NOT_APPLICABLE,2.623033877667922,15.376966122332078,0.081088292676924,dpa_name_canonical,0.131121494541409
CASE_ORIGIN_REFERRAL_FROM_OTHER_AUTHORITY,2.714692155823059,9.285307844176941,0.15815689608743283,dpa_name_canonical,0.22259118708601658
q46_vuln_status_NOT_MENTIONED,5.176807117897624,62.823192882102376,0.0018917683097949781,dpa_name_canonical,0.009584959436294557
q46_vuln_coverage_NOT_MENTIONED,5.176807117897624,62.823192882102376,0.0018917683097949781,dpa_name_canonical,0.009584959436294557
ORGANIZATION_TYPE_NOT_MENTIONED,5.206590808119699,0.7934091918803006,0.8510428097627846,dpa_name_canonical,0.8510428097627846
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE_MULTINATIONAL_2,5.535623168542088,24.464376831457912,0.057615607794134244,dpa_name_canonical,0.09951786800805006
CASE_ORIGIN_MEDIA_PUBLIC_ATTENTION,5.627669129391961,6.372330870608039,0.3827985335931542,dpa_name_canonical,0.4692369121464471
ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY,7.351306408794244,48.648693591205756,0.009115213546888011,dpa_name_canonical,0.03208809392003531
ORGANIZATION_SIZE_TIER_LARGE_ENTERPRISE,8.859963575258007,27.140036424741993,0.07640614364615923,dpa_name_canonical,0.126236237328437
ORGANIZATION_TYPE_ORGANIZATION,9.04728870025042,22.95271129974958,0.11500450511776994,dpa_name_canonical,0.16491212054623616
CASE_ORIGIN_COMPLAINT,12.112093998888895,45.887906001111105,0.024073992269530105,dpa_name_canonical,0.05227495464240823
n_principles_violated,12.775390922863153,55.22460907713685,0.012131105320463213,dpa_name_canonical,0.03208809392003531
ORGANIZATION_TYPE_PUBLIC_SECTOR_BODY,13.818962362268167,8.181037637731833,0.6970008093238808,dpa_name_canonical,0.7357230765085409
q47_remedial_status_DISCUSSED,17.97265763141013,38.02734236858987,0.0978826091250369,dpa_name_canonical,0.14611848699664282
q47_remedial_coverage_DISCUSSED,17.97265763141013,38.02734236858987,0.0978826091250369,dpa_name_canonical,0.14611848699664282
CASE_ORIGIN_EX_OFFICIO_DPA_INITIATIVE,18.97936932747939,27.02063067252061,0.2550906219096748,dpa_name_canonical,0.3342566769850911
ORGANIZATION_SIZE_TIER_NOT_MENTIONED,19.896229917879737,24.103770082120263,0.34181355159489424,dpa_name_canonical,0.43296383202019934
