source,target,edge_type,category
Article 5 Principles::SECURITY,Spain_182,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_189,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_183,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_193,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_200,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_198,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_201,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_205,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_207,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_212,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_211,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_214,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_228,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_231,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_235,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_237,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_246,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_250,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_254,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_256,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_262,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_264,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_266,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_268,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_273,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_279,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_282,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_277,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_283,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_287,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_304,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_309,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_314,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_318,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_324,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_326,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_332,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_335,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_344,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_349,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_351,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_359,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_364,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_367,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_366,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_369,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_372,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_381,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_382,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_389,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_401,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_399,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_405,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_404,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_410,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_417,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_426,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_429,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_430,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_436,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_434,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_440,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_441,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_442,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_444,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_461,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_462,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_464,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_474,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_486,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_493,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_496,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_495,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_498,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_499,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_503,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_506,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_502,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_504,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_520,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_527,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_542,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_549,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_558,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_557,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_560,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_564,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_575,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_571,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_573,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_574,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_600,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_606,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_607,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_614,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_620,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_624,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_625,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_618,violated,Article 5 Principles
Article 5 Principles::SECURITY,Slovenia_3,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_627,violated,Article 5 Principles
Article 5 Principles::SECURITY,Spain_626,violated,Article 5 Principles
Article 5 Principles::SECURITY,Slovenia_54,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_13,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_17,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_19,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_25,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_28,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_29,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_34,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_36,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_32,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_41,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_48,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_49,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_46,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_53,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_67,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_69,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_70,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_72,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_78,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_87,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_91,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_94,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_101,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_98,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_108,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_116,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_121,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_119,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_131,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_129,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_132,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_134,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_136,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_139,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_141,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_145,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_144,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_155,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_165,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_171,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_172,violated,Article 5 Principles
Article 5 Principles::SECURITY,Romania_176,violated,Article 5 Principles
Article 5 Principles::SECURITY,Portugal_11,violated,Article 5 Principles
Article 5 Principles::SECURITY,Portugal_1,violated,Article 5 Principles
Article 5 Principles::SECURITY,Portugal_10,violated,Article 5 Principles
Article 5 Principles::SECURITY,Poland_1,violated,Article 5 Principles
Article 5 Principles::SECURITY,Portugal_12,violated,Article 5 Principles
Article 5 Principles::SECURITY,Poland_6,violated,Article 5 Principles
Article 5 Principles::SECURITY,Poland_14,violated,Article 5 Principles
Article 5 Principles::SECURITY,Poland_15,violated,Article 5 Principles
Article 5 Principles::SECURITY,Poland_16,violated,Article 5 Principles
Article 5 Principles::SECURITY,Poland_24,violated,Article 5 Principles
Article 5 Principles::SECURITY,Poland_22,violated,Article 5 Principles
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_16,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_19,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_29,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_28,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_35,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_44,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_49,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_50,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,United Kingdom_59,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_10,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_12,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_14,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_15,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_16,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_20,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_22,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_30,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_31,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_29,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_32,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_38,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_47,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_48,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_54,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Sweden_52,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_3,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_4,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_40,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_45,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_50,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_53,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_55,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_57,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_64,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_67,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_73,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_74,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_78,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_76,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_82,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_80,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_85,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_86,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_93,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_90,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_98,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_100,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_97,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_107,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_108,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_118,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_120,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_122,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_124,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_127,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_129,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_137,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_135,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_138,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_140,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_142,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_147,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_149,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_151,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_152,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_153,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_155,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_157,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_160,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_163,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_172,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_178,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_177,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_175,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_181,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_189,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_183,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_191,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_192,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_193,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_199,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_197,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_201,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_203,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_206,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_204,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_208,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_209,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_210,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_215,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_220,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_222,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_225,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_232,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_245,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_247,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_255,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_256,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_264,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_267,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_272,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_273,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_288,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_289,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_283,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_287,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_296,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_291,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_292,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_294,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_293,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_299,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_307,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_314,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_315,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_317,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_319,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_321,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_323,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_325,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_326,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_328,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_335,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_337,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_342,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_343,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_348,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_351,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_353,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_356,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_362,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_364,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_367,violated,Data Subject Rights
