decision_id,country_code,country_status,country_group,country_mapped_from_uk,country_whitelist_ok,dpa_name_raw,dpa_name_canonical,decision_date,decision_date_status,decision_year,decision_quarter,fine_eur,fine_numeric_valid,fine_positive,fine_log1p,fine_outlier_flag,fine_raw,fine_status,turnover_eur,turnover_numeric_valid,turnover_log1p,turnover_outlier_flag,turnover_raw,turnover_status,fine_to_turnover_ratio,isic_code,isic_desc,isic_section,n_principles_discussed,n_principles_violated,n_corrective_measures,severity_measures_present,remedy_only_case,breach_case,q36_text,q36_lang,q36_tokens,q52_text,q52_lang,q52_tokens,q67_text,q67_lang,q67_tokens,q68_text,q68_lang,q68_tokens,schema_echo_flag,schema_echo_fields,q30_discussed_known,q30_discussed_unknown,q30_discussed_status,q30_discussed_exclusivity_conflict,q31_violated_known,q31_violated_unknown,q31_violated_status,q31_violated_exclusivity_conflict,q32_bases_known,q32_bases_unknown,q32_bases_status,q32_bases_exclusivity_conflict,q41_aggrav_known,q41_aggrav_unknown,q41_aggrav_status,q41_aggrav_exclusivity_conflict,q42_mitig_known,q42_mitig_unknown,q42_mitig_status,q42_mitig_exclusivity_conflict,q46_vuln_known,q46_vuln_unknown,q46_vuln_status,q46_vuln_exclusivity_conflict,q47_remedial_known,q47_remedial_unknown,q47_remedial_status,q47_remedial_exclusivity_conflict,q50_other_measures_known,q50_other_measures_unknown,q50_other_measures_status,q50_other_measures_exclusivity_conflict,q53_powers_known,q53_powers_unknown,q53_powers_status,q53_powers_exclusivity_conflict,q54_scopes_known,q54_scopes_unknown,q54_scopes_status,q54_scopes_exclusivity_conflict,q56_rights_discussed_known,q56_rights_discussed_unknown,q56_rights_discussed_status,q56_rights_discussed_exclusivity_conflict,q57_rights_violated_known,q57_rights_violated_unknown,q57_rights_violated_status,q57_rights_violated_exclusivity_conflict,q58_access_issues_known,q58_access_issues_unknown,q58_access_issues_status,q58_access_issues_exclusivity_conflict,q59_adm_issues_known,q59_adm_issues_unknown,q59_adm_issues_status,q59_adm_issues_exclusivity_conflict,q61_dpo_issues_known,q61_dpo_issues_unknown,q61_dpo_issues_status,q61_dpo_issues_exclusivity_conflict,q64_transfer_violations_known,q64_transfer_violations_unknown,q64_transfer_violations_status,q64_transfer_violations_exclusivity_conflict
Spain_85,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,1000.000000,1,1,6.908755,0,1000,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,1,3,1,0,0,"Defendant's video surveillance cameras captured excessive public space and private space of third parties, violating data minimization principle (Article 5.1.c GDPR).",ENGLISH_LIKELY,21,"Fine of €1000 imposed for violation of Article 5.1.c GDPR, considering the defendant's negligent conduct and previous warning for similar facts, placing it at the lower end of the scale.",ENGLISH_LIKELY,30,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Individual defendant B.B.B. fined €1000 for violating GDPR Article 5.1.c (data minimization) by orienting home video surveillance cameras to capture excessive public and third-party private space, despite prior warning; ordered to mask cameras and remove any affecting transit areas within one month.",ENGLISH_LIKELY,42,0,,DATA_MINIMISATION,,DISCUSSED,0,DATA_MINIMISATION,,DISCUSSED,0,,NOT_APPLICABLE,NOT_APPLICABLE,0,PREVIOUS_INFRINGEMENTS,,DISCUSSED,0,NONE,,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"ADMINISTRATIVE_FINE,COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_84,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,,0,0,,0,TYPE:NUMBER 0,DISCUSSED,,0,,0,TYPE:NUMBER null,DISCUSSED,,,,,0,0,0,0,0,0,TYPE:STRING,ENGLISH_LIKELY,1,TYPE:STRING,ENGLISH_LIKELY,1,TYPE:STRING,ENGLISH_LIKELY,1,TYPE:STRING,ENGLISH_LIKELY,1,1,Q12,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0
Spain_87,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,0,0,0,0,0,"The DPA found that the defendant adequately responded to the access request by providing a transcription of the recorded call, thus complying with data protection regulations.",ENGLISH_LIKELY,26,"No fine was imposed as the DPA dismissed the claim, finding no violation occurred.",ENGLISH_LIKELY,14,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Claimant alleged CAIXABANK failed to properly address an access request for a voice recording; DPA found the bank provided a transcription, complying with GDPR, and dismissed the claim.",ENGLISH_LIKELY,28,0,,NONE_DISCUSSED,,NONE_DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NONE_DISCUSSED,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,ACCESS,,DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NO_ISSUES_FOUND,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_86,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,1200.000000,1,1,7.090910,0,1200,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_DISCUSSED,,,1,1,2,1,0,0,"Defendant failed to provide adequate privacy policy information on multiple website forms collecting personal data, violating Article 13 transparency requirements.",ENGLISH_LIKELY,20,Initial proposed fine of €2000 reduced by 40% to €1200 due to voluntary payment and acknowledgment of liability. Fine calculated based on violation of Article 13 GDPR.,ENGLISH_LIKELY,27,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Spanish DPA fined ORI, S.L. €1200 for failing to provide adequate privacy information on website forms. Company acknowledged liability and paid voluntarily. Required to implement compliance measures within one month.",ENGLISH_LIKELY,30,0,,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,CONSENT,,DISCUSSED,0,NONE,,DISCUSSED,0,COOPERATION_WITH_AUTHORITY,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"ADMINISTRATIVE_FINE,COMPLY_WITH_DATA_SUBJECT_REQUESTS",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_88,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,2024-01-16T00:00:00+00:00,DISCUSSED,2024,Q1,30000.000000,1,1,10.308986,0,30000,DISCUSSED,34816282.000000,1,17.365596,0,34816282,DISCUSSED,0.00086167,86,Human health activities,Q,1,1,1,1,0,0,The defendant violated Article 5.1.f) by failing to ensure confidentiality of health data (body temperature) as the measurement result was visible to unauthorized third parties in the clinic's waiting/reception area. The processing was based on legal obligation for health safety during COVID-19.,ENGLISH_LIKELY,42,"The fine was calculated based on the serious nature of violating confidentiality of health data, negligence given the defendant's experience, high number of affected data subjects (all clinic visitors during the period), and the specific aggravating factors under Article 83(2). The total fine combines €20,000 for Article 5.1.f violation and €10,000 for Article 32 violation.",ENGLISH_LIKELY,55,Opinion 4/2007 on the concept of personal data by the Article 29 Working Party,ENGLISH_LIKELY,14,"A medical clinic used a laser thermometer at its entrance during COVID-19, making body temperature results visible to others in the waiting area, violating GDPR confidentiality principles. The Spanish DPA imposed a €30,000 fine for breaches of Articles 5.1.f and 32, citing negligence and health data sensitivity, despite the defendant's claim that no data processing occurred.",ENGLISH_LIKELY,56,0,,SECURITY,,DISCUSSED,0,SECURITY,,DISCUSSED,0,"CONSENT,CONTRACT,LEGAL_OBLIGATION,VITAL_INTERESTS,PUBLIC_TASK,LEGITIMATE_INTERESTS",,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",,DISCUSSED,0,NONE,,DISCUSSED,0,PATIENTS,,DISCUSSED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_91,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,5000.000000,1,1,8.517393,0,5000,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,1,2,1,0,0,"Defendant processed minor's intimate images without consent, violating Article 6(1) GDPR. No legal basis was established for the processing.",ENGLISH_LIKELY,19,"Fine reduced from initial 10,000 to 5,000 euros considering proportionality and defendant's claim of deleting data. Aggravating factors included intent, harm to minor, and nature of data.",ENGLISH_LIKELY,27,NOT_MENTIONED,ENGLISH_LIKELY,1,"Defendant, a minor at time, processed intimate images of 13-year-old girl without consent via Instagram/WhatsApp, using threats. Spanish DPA fined 5,000 EUR for Article 6(1) violation, ordered data deletion, citing intent and harm to minor as aggravators.",ENGLISH_LIKELY,37,0,,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,CONSENT,,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE",,DISCUSSED,0,NONE,,DISCUSSED,0,CHILDREN,,DISCUSSED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,DATA_DELETION_ORDER,,DISCUSSED,0,"ADMINISTRATIVE_FINE,RECTIFICATION_ERASURE_RESTRICTION",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NONE_DISCUSSED,,DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_93,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,24000.000000,1,1,10.085851,0,24000,DISCUSSED,,0,,0,null,DISCUSSED,,,,,1,1,1,1,0,0,"Defendant processed personal data without a valid legal basis under Article 6 GDPR, as the contract was not properly formalized despite claimant's alleged verbal acceptance.",ENGLISH_LIKELY,25,"Fine set at €30,000 for lack of legal basis under Article 6.1 GDPR, reduced to €24,000 due to voluntary payment; aggravating factor was defendant's business activity involving continuous data processing, mitigating factors included cooperation and cessation of services.",ENGLISH_LIKELY,38,TYPE:STRING,ENGLISH_LIKELY,1,"Spanish DPA fined an energy supplier €30,000 (reduced to €24,000) for processing personal data without legal basis under Article 6 GDPR, as a contract was not properly formalized despite claimant's verbal acceptance; defendant cooperated and ceased services.",ENGLISH_LIKELY,37,1,Q12,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,"CONSENT,CONTRACT",,DISCUSSED,0,NATURE_GRAVITY_DURATION,,DISCUSSED,0,"MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_89,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,2024-01-16T00:00:00+00:00,DISCUSSED,2024,Q1,15000.000000,1,1,9.615872,0,15000,DISCUSSED,1500000000.000000,1,21.128731,0,1500000000,DISCUSSED,0.00001000,J62.0,,,7,1,1,1,0,0,"Defendant failed to properly respond to data subject's access requests sent via customer service channel, denying information without justification and not redirecting to designated data protection contact, violating Article 15 GDPR.",ENGLISH_LIKELY,31,"Fine based on nature/duration of violation (15 months), gross negligence, and previous infringements; mitigated by cooperation and remedial actions; set at 0.01% of turnover due to SME consideration and proportionality.",ENGLISH_LIKELY,30,EDPB Guidelines 01/2022 on data subject rights - Right of access,ENGLISH_LIKELY,11,"Glovo fined €15,000 for violating Article 15 GDPR by failing to properly respond to a courier's repeated access requests via customer service channel, denying information without justification over 15 months, despite internal protocols; DPA cited gross negligence, duration, and prior infringements, mitigated by cooperation and remedial actions.",ENGLISH_LIKELY,47,0,,"LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY,STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,"CONSENT,CONTRACT,LEGAL_OBLIGATION,VITAL_INTERESTS,PUBLIC_TASK,LEGITIMATE_INTERESTS",,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS",,DISCUSSED,0,"MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",,DISCUSSED,0,EMPLOYEES,,DISCUSSED,0,"IMMEDIATE_CESSATION,SYSTEM_UPGRADES,POLICY_CHANGES,STAFF_TRAINING,DPO_APPOINTMENT",,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,"ACCESS,INFORMATION_OBLIGATIONS",,DISCUSSED,0,ACCESS,,DISCUSSED,0,INADEQUATE_RESPONSE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NO_ISSUES_FOUND,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_90,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,2024-01-20T00:00:00+00:00,DISCUSSED,2024,Q1,300000.000000,1,1,12.611541,0,300000,DISCUSSED,1000000000.000000,1,20.723266,0,1000000000,DISCUSSED,0.00030000,6512,Non-life insurance,K,4,1,3,1,0,0,"Defendant processed claimant's driving license points data without valid legal basis under Article 6.1 GDPR. Consent was not informed or unambiguous, and contract basis was not necessary for the processing operation.",ENGLISH_LIKELY,31,"Fine calculated based on nature/gravity/duration of violation, negligence, data categories affected, and cooperation. Total fine €300,000 (€100,000 for Article 6.1 violation, €200,000 for Article 28 violation), below statutory caps despite high turnover.",ENGLISH_LIKELY,32,"EDPB Guidelines 5/2020 on consent, EDPB Guidelines 7/2020 on concepts of controller and processor",ENGLISH_LIKELY,14,"Insurance company accessed DGT driving license points data via agent without valid legal basis. Fined €300,000 for lacking lawful processing basis (Article 6.1) and inadequate processor contract (Article 28). DPA found no consent, contract basis unnecessary, and contract omitted required details.",ENGLISH_LIKELY,41,0,,"LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,SECURITY,ACCOUNTABILITY",,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,"CONSENT,CONTRACT,LEGITIMATE_INTERESTS",,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",,DISCUSSED,0,COOPERATION_WITH_AUTHORITY,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,"STAFF_TRAINING,POLICY_CHANGES",,DISCUSSED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"ADMINISTRATIVE_FINE,COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NO_ISSUES_FOUND,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_94,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,0,2,0,1,0,"Defendant failed to respond to data subject's erasure request under Article 17 GDPR, violating formal response obligations under Articles 12 and 17.",ENGLISH_LIKELY,22,No fine imposed; case resolved through compliance order requiring response to data subject's erasure request within 10 business days.,ENGLISH_LIKELY,19,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Spanish DPA upheld complaint against LLEVANT OPTION PROJECTS S.L. for failing to respond to data subject's erasure request under Article 17 GDPR. No fine imposed; ordered company to provide proper response within 10 business days. Case involved procedural failure to address rights request, not substantive GDPR violations.",ENGLISH_LIKELY,47,0,,NONE_DISCUSSED,,NONE_DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NONE_DISCUSSED,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE_MENTIONED,,NONE_MENTIONED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,ERASURE,,DISCUSSED,0,ERASURE,,DISCUSSED,0,INADEQUATE_RESPONSE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_95,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,0,0,0,0,0,The decision focuses on procedural failure to respond to a right to erasure request; no substantive violation of Article 5 or 6 principles was found as the controller ultimately denied the request based on ongoing contractual relationships.,ENGLISH_LIKELY,37,No fine was imposed; the resolution upheld the claim for formal reasons due to delayed response but found no substantive violation warranting penalty.,ENGLISH_LIKELY,23,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Claimant requested erasure of personal data from ABANCA; processor failed to forward request to controller initially. Controller eventually responded denying erasure due to active contracts. AEPD upheld claim for formal delay but found no substantive GDPR violation, imposing no fine.",ENGLISH_LIKELY,40,0,,NONE_DISCUSSED,,NONE_DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NONE_DISCUSSED,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,ERASURE,,DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_92,ES,DISCUSSED,EU,0,1,Agencia Española de Protección de Datos,Agencia Española de Protección de Datos,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,86,Human health activities,Q,2,2,2,0,1,0,"Defendant failed to respond to data subject's access request regarding medical history, violating Article 15 GDPR and security/accountability principles by ignoring both the request and subsequent Agency requirements.",ENGLISH_LIKELY,28,"No fine imposed; resolution focuses on compliance order requiring defendant to respond to access request within 10 business days, with potential penalties for non-compliance under Article 72.1.m LOPDGDD.",ENGLISH_LIKELY,28,,UNKNOWN,0,"Spanish dental clinic failed to respond to patient's GDPR access request for medical records; AEPD ordered compliance within 10 days, citing violation of Article 15 and security/accountability principles, with no fine issued.",ENGLISH_LIKELY,32,0,,"SECURITY,ACCOUNTABILITY",,DISCUSSED,0,"SECURITY,ACCOUNTABILITY",,DISCUSSED,0,,NOT_APPLICABLE,NOT_APPLICABLE,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,PATIENTS,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,ACCESS,,DISCUSSED,0,ACCESS,,DISCUSSED,0,"EXCESSIVE_DELAY,INADEQUATE_RESPONSE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_96,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,O84,,,1,1,3,1,1,0,Defendant violated data minimization principle by collecting unnecessary personal data and violated Article 9.1 GDPR by processing special category data without legal basis.,ENGLISH_LIKELY,23,No fine imposed due to defendant being public sector body; only warnings and compliance order issued.,ENGLISH_LIKELY,16,NOT_DISCUSSED,ENGLISH_LIKELY,1,Spanish regional public body collected unnecessary special category data (gender identity) via forms without legal basis; DPA issued warnings and compliance order to cease processing and adjust procedures within six months.,ENGLISH_LIKELY,31,0,,DATA_MINIMISATION,,DISCUSSED,0,DATA_MINIMISATION,,DISCUSSED,0,CONSENT,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE_MENTIONED,,NONE_MENTIONED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"WARNING,COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NONE_DISCUSSED,,DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_98,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,6512,Non-life insurance,K,1,1,1,1,1,0,The defendant violated Article 5(1)(f) GDPR by failing to ensure appropriate security of personal data through international transfers to the US without adequate safeguards. Consent for cookies was not informed of the specific risks of data transfers.,ENGLISH_LIKELY,37,"No fine was imposed; a warning was issued due to the defendant's cooperation, corrective actions taken, and the nature of the infringement. The violation involved international data transfers without adequate safeguards under Article 44 GDPR.",ENGLISH_LIKELY,35,"EDPB Guidelines 05/2021 on the Interplay between Article 3 and Chapter V GDPR, EDPB Recommendations 01/2020 on supplementary measures, EDPB Guidelines 2/2018 on Article 49 exceptions",ENGLISH_LIKELY,26,"MAPFRE España used Google Analytics on its website, transferring personal data (IP addresses, cookies) to the US without adequate safeguards post-Schrems II, violating Article 44 GDPR. The Spanish DPA issued a warning, noting cooperation and corrective actions, but no fine due to the infringement nature and mitigating factors.",ENGLISH_LIKELY,48,0,,SECURITY,,DISCUSSED,0,SECURITY,,DISCUSSED,0,CONSENT,,DISCUSSED,0,NATURE_GRAVITY_DURATION,,DISCUSSED,0,"COOPERATION_WITH_AUTHORITY,MITIGATION_ACTIONS",,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,"SYSTEM_UPGRADES,POLICY_CHANGES,STAFF_TRAINING",,DISCUSSED,0,NONE,,DISCUSSED,0,WARNING,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NO_ISSUES_FOUND,,DISCUSSED,0,NO_ADEQUATE_SAFEGUARDS,,DISCUSSED,0
