ID,English_Translation,error,success,model_used,markdown_file,input_tokens,output_tokens,total_tokens,country_code,dpa_name,issue_date,is_appeal,appeal_outcome,multiple_defendants,primary_defendant_name,defendant_status,defendant_role,org_classifications,public_sector_level,isic_sector,turnover_mentioned,turnover_range,initiation_method,breach_discussed,art33_required,breach_notified,notified_within_72h,delay_length,breach_type,breach_cause,harm_materialized,affected_subjects,special_or_criminal_data,subjects_notified,art34_required,mitigating_actions,notification_failures_effect,art5_principles_discussed,art5_principles_violated,art6_bases_discussed,legal_bases_relied,consent_issues,legitimate_interest_outcome,art56_summary,fine_amount_eur,annual_turnover_eur,hit_caps,violation_duration,aggravating_factors,mitigating_factors,harm_documented,economic_benefit,cooperation_level,vulnerable_subjects,remedial_actions,first_time_violation,cross_border,other_measures,financial_consideration,fine_calc_summary,corrective_powers,processing_limitation_scope,compliance_deadline,ds_rights_discussed,ds_rights_violated,access_issues,adm_issues,dpo_appointment,dpo_issues,jurisdiction_complexity,data_transfers_discussed,transfer_violations_issues,precedent_significance,references_other_cases,edpb_references,case_summary
Spain_40,1/11  File No.: EXP202100639 RESOLUTION OF PUNISHMENT PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following BACKGROUND FIRST: The CIVIL GUARD -...,,True,x-ai/grok-4-fast:free,Spain_40.md,9847,1593,11440,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,A.A.A.,NATURAL_PERSON,CONTROLLER,NOT_APPLICABLE,NOT_APPLICABLE,UNCLEAR,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NEITHER,NOT_APPLICABLE,NOT_APPLICABLE,NONE_MENTIONED,NOT_APPLICABLE,"LAWFULNESS_FAIRNESS_TRANSPARENCY,DATA_MINIMISATION","LAWFULNESS_FAIRNESS_TRANSPARENCY,DATA_MINIMISATION",NONE_DISCUSSED,NO_BASIS_CLAIMED,NOT_APPLICABLE,NOT_APPLICABLE,"The decision finds violations of Article 5.1.c) (data minimisation) due to cameras capturing unnecessary public and private areas beyond security needs, and Article 13 (information obligations) due to lack of signage. No legal basis under Article 6 is discussed as the processing is for personal home security.",1500,,BELOW_ALL_CAPS,YEARS,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,COOPERATION_WITH_AUTHORITY,MANNER_BECAME_KNOWN,OTHER_CIRCUMSTANCES",NONE,NO_HARM_DOCUMENTED,NO_BENEFIT,NON_COOPERATIVE,NONE_MENTIONED,NONE_MENTIONED,NO_REPEAT_OFFENDER,NO_SINGLE_JURISDICTION,COMPLIANCE_ORDER,NOT_DISCUSSED,"Fines of 1000 EUR for Article 5.1.c violation and 500 EUR for Article 13 violation, totaling 1500 EUR, based on aggravating factors including nature of offense, negligence, lack of cooperation, prior warnings ignored, and continuing nature. No mitigating factors applied. Amount set as effective, proportionate, and dissuasive under Article 83.","REPRIMAND,BRING_PROCESSING_INTO_COMPLIANCE,ADMINISTRATIVE_FINE",NOT_APPLICABLE,WITHIN_MONTH,INFORMATION_OBLIGATIONS,INFORMATION_OBLIGATIONS,NOT_APPLICABLE,NOT_APPLICABLE,NO_REQUIREMENT,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,NONE,"Natural person A.A.A. installed facade cameras at home capturing public roads and private areas without signage for security; Civil Guard reported after prior ignored warnings. AEPD found violations of Article 5.1.c (data minimisation, excessive capture) and Article 13 (no information), imposing 1000 EUR and 500 EUR fines respectively, plus order to reorient cameras, add signage, and provide info within 10 days, citing aggravating factors like negligence, non-cooperation, and continuity."
Spain_41,"1/11  File No.: EXP202100764 RESOLUTION OF SANCTIONING PROCEDURE From the procedure instructed by the Spanish Data Protection Agency and based to the following BACKGROUND FIRST: Dated July 26, 2021 A...",,True,x-ai/grok-4-fast:free,Spain_41.md,10191,4631,14822,ES,Agencia Española de Protección de Datos,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,Community of Owners B.B.B.,ORGANIZATION,CONTROLLER,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,NO,NOT_APPLICABLE,COMPLAINT,YES,NOT_MENTIONED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,"ORGANIZATIONAL_FAILURE,HUMAN_ERROR",INTERNAL_CAUSE,NO_RISK_ONLY,UNDER_100,NEITHER,NOT_MENTIONED,NOT_MENTIONED,"IMMEDIATE_CONTAINMENT,COOPERATION_WITH_DPA",NOT_MENTIONED,SECURITY,SECURITY,NONE_DISCUSSED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,"The Community violated Article 5.1.f of the GDPR by exposing the claimant's personal data on a publicly accessible bulletin board, failing to ensure appropriate security, integrity, and confidentiality. No Article 6 legal bases were discussed or analyzed.",1500,,BELOW_ALL_CAPS,MONTHS,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS",MITIGATION_ACTIONS,NO_HARM_DOCUMENTED,NO_BENEFIT,NON_COOPERATIVE,NONE_MENTIONED,IMMEDIATE_CESSATION,NO_REPEAT_OFFENDER,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"The €1,000 fine for the Article 5.1.f violation considers the infringement's nature, gravity, duration, negligence, prior similar infringement, and remedial removal under Article 83.2 GDPR and LOPDGDD Article 76.2. The €500 fine for the Article 32 violation similarly balances these factors, resulting in a total of €1,500. Low amount reflects the limited scope and eventual mitigation despite non-cooperation.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,NOT_MENTIONED,"AEPD initiates sanctioning procedure EXP202100764 on complaint by resident A.A.A. against Community of Owners B.B.B. for posting judicial execution decree with claimant's name, surnames, and process details on public bulletin board from May 17 to October 13, 2021, breaching confidentiality. Despite prior 2018 warning (R/00601/2018) for identical issue and decree's non-dissemination warning, community failed adequate security measures under GDPR Articles 5.1.f and 32; fines €1,000 and €500 respectively, totaling €1,500, considering repeat negligence, duration, non-cooperation, and removal."
Spain_42,"1/23  File No.: EXP202100897 RESOLUTION OF PUNISHMENT PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on the following BACKGROUND FIRST: A.A.A. (hereinafter,...",,True,x-ai/grok-4-fast:free,Spain_42.md,17506,2990,20496,ES,Agencia Española de Protección de Datos,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,SEAN SERIOS S.L.,ORGANIZATION,CONTROLLER,SME,NOT_APPLICABLE,85,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NO_RISK_ONLY,100_TO_1000,ARTICLE_9_SPECIAL_CATEGORY,NO_NOT_NOTIFIED,NOT_APPLICABLE,NONE_MENTIONED,NOT_MENTIONED,LAWFULNESS_FAIRNESS_TRANSPARENCY,LAWFULNESS_FAIRNESS_TRANSPARENCY,LEGITIMATE_INTERESTS,LEGITIMATE_INTERESTS,NOT_APPLICABLE,DATA_SUBJECT_INTERESTS_PREVAIL,"The defendant's publication of SERGAS competition results lacked a valid legal basis under Article 6(1) GDPR, as the claimed legitimate interest in facilitating access to public information did not prevail over data subjects' rights and expectations. No prior balancing test was adequately conducted, and no information or opposition rights were provided to affected individuals.",12000,,BELOW_ALL_CAPS,YEARS,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES,DATA_CATEGORIES_AFFECTED,OTHER_CIRCUMSTANCES",NONE,NO_HARM_DOCUMENTED,NO_BENEFIT,PARTIAL_COOPERATION,NONE_MENTIONED,DATA_DELETION_ORDER,YES_FIRST_TIME,NO_SINGLE_JURISDICTION,"ADMINISTRATIVE_FINE,NONE",NOT_DISCUSSED,"The 12,000 EUR fine was set considering the infringement's nature, gravity, and duration (over 1.5 years of continued processing), negligence in lacking diligence for data handling, full responsibility as website owner repurposing official data, and involvement of special category health data. No prior infringements or benefits were noted, but absence of benefits and first-time status did not mitigate due to principles of proportionality and dissuasion. Continuing nature aggravated as publication persisted after complaint transfer until initiation notice.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,"ERASURE,INFORMATION_OBLIGATIONS","ERASURE,INFORMATION_OBLIGATIONS",NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,"WP29 Opinion 6/2014 on legitimate interests; CJEU Judgment C-468/10 and C-469/10 (ASNEF/FECEMD); GDPR Recitals 44, 45, 47","Complainant A.A.A. claimed against SEAN SERIOS S.L. for publishing PDF list of SERGAS health job competition results (names, partial DNI, scores, access types including disability/health) on their training academy website, ordered by score for one shift only, from Dec 2019 to Jan 2022. DPA found violation of Art. 6(1) GDPR as legitimate interest in aiding students' access to public data did not prevail over subjects' rights; no adequate balancing, no info/opposition provided, repurposed special category data beyond original purpose. Imposed 12,000 EUR fine under Art. 83(5)(a) for serious infringement, aggravating on duration, negligence, responsibility, data categories, continuity."
Spain_43,"1/6  File No.: EXP202101314 RESOLUTION NO: R / 00852/2021 Considering the claim made on April 21, 2021 before this Agency by A.A.A. (on forward, the complaining party), against AD735 DATA MEDIA ADVER...",,True,x-ai/grok-4-fast:free,Spain_43.md,7130,2303,9433,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,AD735 DATA MEDIA ADVERTISING S.L.,ORGANIZATION,CONTROLLER,NOT_MENTIONED,NOT_APPLICABLE,7310,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"NEITHER,NOT_APPLICABLE",NOT_APPLICABLE,NOT_APPLICABLE,"NONE_MENTIONED,NOT_APPLICABLE",NOT_MENTIONED,NONE_DISCUSSED,NONE_VIOLATED,NONE_DISCUSSED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,The decision does not discuss Article 5 or 6 principles or legal bases.,0,,NOT_APPLICABLE,NOT_SPECIFIED,NONE,NONE,NO_HARM_DOCUMENTED,NO_BENEFIT,NON_COOPERATIVE,NONE_MENTIONED,NONE_MENTIONED,NOT_DISCUSSED,NO_SINGLE_JURISDICTION,COMPLIANCE_ORDER,NOT_DISCUSSED,No fine was imposed as the procedure aimed to restore the claimant's rights through formal estimation of the claim and ordering compliance. The focus was on addressing the late response to the access request without escalating to sanctions. Alternative mechanisms prevailed over punitive measures.,"COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",NOT_APPLICABLE,WITHIN_MONTH,"ACCESS,INFORMATION_OBLIGATIONS","ACCESS,INFORMATION_OBLIGATIONS","EXCESSIVE_DELAY,INADEQUATE_RESPONSE",NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,,"Claimant A.A.A. complained on April 21, 2021, against AD735 DATA MEDIA ADVERTISING S.L. for failing to respond to access request made via phone and emails. AEPD found the entity responded late, requesting identification but then redirecting to a website without proper access fulfillment. DPA estimated the claim formally, ordered the entity to provide access certification or motivated denial within 10 business days, no fine imposed."
Spain_44,nan,,True,x-ai/grok-4-fast:free,Spain_44.md,4096,1065,5161,UNCLEAR,UNCLEAR,NOT_DISCUSSED,UNCLEAR,NOT_APPLICABLE,NO,UNCLEAR,NOT_MENTIONED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,UNCLEAR,NO,NOT_APPLICABLE,NOT_MENTIONED,UNCLEAR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NEITHER,NOT_APPLICABLE,NOT_APPLICABLE,NONE_MENTIONED,NOT_MENTIONED,NONE_DISCUSSED,NONE_VIOLATED,NONE_DISCUSSED,NO_BASIS_CLAIMED,NOT_APPLICABLE,NOT_APPLICABLE,No information provided in the input.,0,0,NOT_APPLICABLE,NOT_SPECIFIED,NONE,NONE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NONE_MENTIONED,NONE_MENTIONED,UNCLEAR,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,No fine calculation discussed due to lack of decision text.,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,UNCLEAR,NOT_DISCUSSED,NOT_APPLICABLE,UNCLEAR,NO_REFERENCES,None,No DPA decision text provided; all details unclear.
Spain_45,1/10  File No.: EXP202102088 RESOLUTION OF PUNISHMENT PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following BACKGROUND FIRST: A.A.A. (hereinaft...,,True,x-ai/grok-4-fast:free,Spain_45.md,8837,2577,11414,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,ASSOCIATION OF AMATEURS AND SMALL SHAREHOLDERS UNIT HERCULANA,ORGANIZATION,CONTROLLER,"SME,NON_PROFIT",NOT_APPLICABLE,NOT_MENTIONED,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"NEITHER,NOT_APPLICABLE",NOT_APPLICABLE,NOT_APPLICABLE,"NONE_MENTIONED,NOT_APPLICABLE",NOT_MENTIONED,LAWFULNESS_FAIRNESS_TRANSPARENCY,LAWFULNESS_FAIRNESS_TRANSPARENCY,NONE_DISCUSSED,UNCLEAR,NOT_APPLICABLE,NOT_APPLICABLE,"The decision finds a violation of Article 13 GDPR for failing to provide required information to data subjects when collecting personal data via website forms, impacting transparency under Article 5(1)(a). No specific Article 6 legal bases are assessed as the focus is on information obligations.",3000,,BELOW_ALL_CAPS,NOT_SPECIFIED,NONE,"PREVIOUS_INFRINGEMENTS,OTHER_CIRCUMSTANCES",NO_HARM_DOCUMENTED,NO_BENEFIT,NON_COOPERATIVE,NONE_MENTIONED,NONE_MENTIONED,YES_FIRST_TIME,NO_SINGLE_JURISDICTION,BRING_PROCESSING_INTO_COMPLIANCE,SME_CONSIDERATION_APPLIED,"The fine is set at €3,000 for the serious infringement under Article 83.5.b) GDPR due to omission of Article 13 information duties. Mitigating factors include no prior infringements, no economic benefits gained, and the entity not being a large company. The sanction is proportionate and dissuasive per Article 83.1 and 83.2 criteria.","ADMINISTRATIVE_FINE,BRING_PROCESSING_INTO_COMPLIANCE",NOT_APPLICABLE,NO_DEADLINE_SPECIFIED,INFORMATION_OBLIGATIONS,INFORMATION_OBLIGATIONS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,,"AEPD sanctioned Asociación de Amateurs y Pequeños Accionistas Unidad Herculana (NIF G42688721) after complaint on July 22, 2021, for lacking Article 13 GDPR privacy policy on https://unidadherculana.es/ despite collecting personal data via forms. No response from defendant led to procedure initiation on February 3, 2022; violation confirmed as serious under Article 83.5.b). €3,000 fine imposed with order to implement compliant policy, mitigated by first offense, no benefits, and small entity status."
Spain_46,1/12  File No.: EXP202102430 RESOLUTION OF SANCTIONING PROCEDURE From the procedure instructed by the Spanish Data Protection Agency and based to the following BACKGROUND FIRST: GROUPING OF THE BODIE...,,True,x-ai/grok-4-fast:free,Spain_46.md,9949,3069,13018,ES,Spanish Data Protection Agency,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,General Secretariat of Penitentiary Institutions,ORGANIZATION,CONTROLLER,PUBLIC_SECTOR_BODY,NATIONAL_FEDERAL,84,NO,NOT_APPLICABLE,COMPLAINT,YES,NOT_MENTIONED,NOT_MENTIONED,NOT_MENTIONED,NOT_APPLICABLE,"TECHNICAL_FAILURE,ORGANIZATIONAL_FAILURE",INTERNAL_CAUSE,NOT_MENTIONED,NOT_MENTIONED,ARTICLE_10_CRIMINAL,NOT_MENTIONED,NOT_MENTIONED,NONE_MENTIONED,NO_FINE_IMPOSED,SECURITY,SECURITY,NONE_DISCUSSED,PUBLIC_TASK,NOT_APPLICABLE,NOT_APPLICABLE,"The decision finds a violation of Article 32 GDPR due to inadequate technical and organizational measures for securing video surveillance data in penitentiary centers, specifically lacking access profiles and traceability logs. No Article 5 principles beyond security or Article 6 bases are analyzed in detail.",0,,BELOW_ALL_CAPS,NOT_SPECIFIED,NONE,COOPERATION_WITH_AUTHORITY,NO_HARM_DOCUMENTED,NO_BENEFIT,FULL_COOPERATION,NONE_MENTIONED,POLICY_CHANGES,UNCLEAR,NO_SINGLE_JURISDICTION,COMPLIANCE_ORDER,NOT_DISCUSSED,"As a public authority under LOPDGDD Article 77, the defendant received only a warning for the Article 32 violation, with no monetary fine imposed. The reasoning emphasizes the lack of security measures but credits cooperation and adherence to presumption of innocence. Remedial measures were ordered instead of financial penalties.","WARNING,BRING_PROCESSING_INTO_COMPLIANCE",NOT_APPLICABLE,1_TO_6_MONTHS,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,,"Complaints from three prison worker associations about media leak of Villena prison video surveillance images showing official aggression against prisoner on 9/9/2021. AEPD found SGIP violated Art 32 GDPR via inadequate access controls and no logs for inspector access to sensitive images, enabling undetermined leak source. Public body status led to warning sanction and 6-month order for access records/profiles; no fine under LOPDGDD Art 77."
Spain_47,1/12  File No.: EXP202102433 RESOLUTION OF SANCTIONING PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following BACKGROUND FIRST: Ms. A.A.A. and D...,,True,x-ai/grok-4-fast:free,Spain_47.md,10645,2352,12997,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,Scream Farm Group,ORGANIZATION,CONTROLLER,NOT_MENTIONED,NOT_APPLICABLE,UNCLEAR,NO,NOT_APPLICABLE,COMPLAINT,YES,YES_REQUIRED,NO_NOT_SUBMITTED,NOT_APPLICABLE,NOT_APPLICABLE,"HUMAN_ERROR,ORGANIZATIONAL_FAILURE",INTERNAL_CAUSE,NO_RISK_ONLY,100_TO_1000,NEITHER,NO_NOT_NOTIFIED,NO_NOT_REQUIRED,NONE_MENTIONED,MENTIONED_NO_CLEAR_IMPACT,SECURITY,SECURITY,"CONSENT,LEGITIMATE_INTERESTS","CONSENT,LEGITIMATE_INTERESTS",NOT_APPLICABLE,NOT_APPLICABLE,"The decision finds a violation of Article 5(1)(f) GDPR due to breach of confidentiality by sending emails without blind carbon copy, exposing recipients' email addresses. No issues with legal bases were assessed as the core violation concerns security.",5000,0,BELOW_ALL_CAPS,DAYS,"NATURE_GRAVITY_DURATION,COOPERATION_WITH_AUTHORITY,MANNER_BECAME_KNOWN,OTHER_CIRCUMSTANCES",NONE,NO_HARM_DOCUMENTED,NO_BENEFIT,NON_COOPERATIVE,NONE_MENTIONED,NONE_MENTIONED,UNCLEAR,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"For Article 5(1)(f) violation, €3,000 fine imposed considering aggravating factors like linkage of activity to data processing. For Article 32(1) violation, €2,000 fine based on nature, gravity, lack of cooperation, and affected data categories. Total fine ensures effective, proportionate, and dissuasive sanction under Article 83 GDPR criteria.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,NOT_DISCUSSED,"Claimants received two marketing emails on 07/08/2021 from Scream Farm Group without BCC, exposing ~200 recipients' email addresses. AEPD initiated sanctioning procedure on 29/04/2022 after complaint and investigation; defendant non-responsive. Violations of GDPR Articles 5(1)(f) and 32(1) for confidentiality breach and inadequate security measures; fines €3,000 and €2,000 respectively, totaling €5,000, aggravated by non-cooperation and data processing linkage."
Spain_48,1/12  File No.: EXP202102529 RESOLUTION OF FILE OF ACTIONS Of the actions carried out by the Spanish Agency for Data Protection and te- based on the following: FACTS FIRST: LIBERUM ASOCIACIÓN (herein...,,True,x-ai/grok-4-fast:free,Spain_48.md,10737,1239,11976,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,UNIVERSITY OF NAVARRA,ORGANIZATION,CONTROLLER,PUBLIC_SECTOR_BODY,NOT_APPLICABLE,85,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,ARTICLE_9_SPECIAL_CATEGORY,NOT_APPLICABLE,NOT_APPLICABLE,NONE_MENTIONED,NOT_APPLICABLE,"LAWFULNESS_FAIRNESS_TRANSPARENCY,DATA_MINIMISATION,SECURITY",NONE_VIOLATED,"CONSENT,LEGAL_OBLIGATION,PUBLIC_TASK","CONSENT,LEGAL_OBLIGATION,PUBLIC_TASK",NO_ISSUES_FOUND,NOT_APPLICABLE,"The decision finds no violation in processing students' vaccination status data, as it was voluntary, informed, and based on legal obligations for health protection and consent. The university collaborated with health authorities under public interest, ensuring data minimization and no unauthorized transfers.",0,,NOT_APPLICABLE,NOT_SPECIFIED,NONE,NONE,NOT_DISCUSSED,NO_BENEFIT,FULL_COOPERATION,NONE_MENTIONED,NONE_MENTIONED,NOT_DISCUSSED,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"No fine imposed as no infringement found; processing deemed compliant with GDPR Articles 5, 6, and 9 based on legal obligations, public task, and voluntary consent. University actions supported pandemic response without coercion or unauthorized data access/transfers.",NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NO_REQUIREMENT,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,,"Complaint by Liberum Asociación against University of Navarra for coercing students to report COVID-19 vaccination status, accessing medical histories, and transferring data to third parties. AEPD investigation found voluntary, informed consent and legal basis in public health obligations (Art. 6(1)(c,e), Art. 9(2)(i)); no coercion, no unauthorized access/transfers, processing compliant for pandemic collaboration with Navarra Health Service. Case archived, no violation."
Spain_49,1/28 File No.: EXP202102778 RESOLUTION OF TERMINATION OF THE PROCEDURE FOR PAYMENT VOLUNTEER Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following BACKGRO...,,True,x-ai/grok-4-fast:free,Spain_49.md,18921,3539,22460,ES,Spanish Agency for Data Protection,"2022-11-18,NOT_DISCUSSED",NO,NOT_APPLICABLE,NO,"FACTOR ENERGÍA, S.A.",ORGANIZATION,CONTROLLER,"LARGE_ENTERPRISE,NOT_MENTIONED",NOT_APPLICABLE,35,NO,NOT_APPLICABLE,COMPLAINT,NO,NO_NOT_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NO_RISK_ONLY,NOT_APPLICABLE,NEITHER,NOT_APPLICABLE,NO_NOT_REQUIRED,NONE_MENTIONED,NOT_MENTIONED,"LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCOUNTABILITY",LAWFULNESS_FAIRNESS_TRANSPARENCY,LEGITIMATE_INTERESTS,LEGITIMATE_INTERESTS,NOT_APPLICABLE,DATA_SUBJECT_INTERESTS_PREVAIL,"The DPA determined that processing personal data for direct postal marketing lacked a valid legal basis under legitimate interests, as the data subject's rights and expectations prevailed over the controller's interest in customer acquisition. No reasonable expectation existed without prior relationship, and processing was unnecessary given alternative methods without personal data.",24000,,BELOW_ALL_CAPS,NOT_SPECIFIED,"INTENT_NEGLIGENCE,NATURE_GRAVITY_DURATION",NONE,NO_HARM_DOCUMENTED,YES_MENTIONED_UNQUANTIFIED,PARTIAL_COOPERATION,NONE_MENTIONED,NONE_MENTIONED,UNCLEAR,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"Fine initially set at €40,000 for violating Art. 6(1) GDPR due to negligence in sourcing data and the company's data-intensive activity as aggravating factors. No mitigating factors explicitly noted. Reduced to €24,000 upon acknowledgment of responsibility and voluntary payment, terminating the procedure.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,"ACCESS,INFORMATION_OBLIGATIONS",NONE_VIOLATED,INADEQUATE_RESPONSE,NOT_APPLICABLE,YES_REQUIRED_AND_APPOINTED,NO_ISSUES_FOUND,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,Opinion 06/2014 of the Article 29 Working Party,"Claimant filed complaint after receiving personalized postal marketing from Factor Energía (electricity marketer) using name, surname, address from unspecified public sources and anonymized SIPS technical data for consumption estimates, without prior customer relationship. AEPD found no valid Art. 6(1)(f) basis as legitimate interests failed balancing test: no reasonable expectation, unnecessary personal data use, low-impact alternatives available, and rights impact from uncertainty over data origin. Sanction procedure initiated for €40,000 fine; terminated after voluntary payment of €24,000 with reductions for responsibility acknowledgment."
