startNodeId,endNodeId,type,decision_date,fine_amount
dpa_Swedish_Authority_for_Privacy_Protection_(IMY),decision_Sweden_47,DECIDED,2022-03-18 00:00:00+00:00,0.0
dpa_Integritetsskyddsmyndigheten_(IMY),decision_Sweden_48,DECIDED,2022-07-26 00:00:00+00:00,0.0
dpa_Integritetsskyddsmyndigheten_(IMY),decision_Sweden_49,DECIDED,,
dpa_Swedish_Authority_for_Privacy_Protection,decision_Sweden_50,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_1,DECIDED,,0.0
dpa_Integritetsskyddsmyndigheten,decision_Sweden_54,DECIDED,,0.0
dpa_Swedish_Data_Protection_Authority,decision_Sweden_57,DECIDED,2023-06-12 00:00:00+00:00,0.0
dpa_Integritetsskyddsmyndigheten,decision_Sweden_52,DECIDED,2022-09-13 00:00:00+00:00,0.0
dpa_Integritetsskyddsmyndigheten_(IMY),decision_Sweden_51,DECIDED,,
dpa_Swedish_Authority_for_Privacy_Protection_(IMY),decision_Sweden_53,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_3,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_2,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_4,DECIDED,,21000.0
dpa_Spanish_Data_Protection_Agency_(AEPD),decision_Spain_6,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_5,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_7,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_8,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_9,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_10,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_12,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_11,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_15,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_13,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_16,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_14,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_17,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_18,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_19,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_20,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_21,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_22,DECIDED,,0.0
dpa_STRING,decision_Spain_23,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_25,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_24,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_26,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_27,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_28,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_30,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_32,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_29,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_31,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_33,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_35,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_34,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_36,DECIDED,,24000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_38,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_40,DECIDED,,1500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_41,DECIDED,,1500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_37,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_42,DECIDED,,12000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_43,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_45,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_47,DECIDED,,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_48,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_51,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_49,DECIDED,2022-08-04 00:00:00+00:00,24000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_46,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_52,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_50,DECIDED,,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_53,DECIDED,,300.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_56,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_55,DECIDED,,2000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_54,DECIDED,,56000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_57,DECIDED,,200000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_58,DECIDED,,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_59,DECIDED,,80000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_61,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_60,DECIDED,,10000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_62,DECIDED,,70000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_63,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_64,DECIDED,,70000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_65,DECIDED,,48000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_66,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_67,DECIDED,,17000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_69,DECIDED,,60000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_71,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_70,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_68,DECIDED,,24000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_73,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_74,DECIDED,,48000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_72,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_77,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_75,DECIDED,,48000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_81,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_78,DECIDED,2024-01-16 00:00:00+00:00,600000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_76,DECIDED,,16000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_82,DECIDED,,70000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_80,DECIDED,,14000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_83,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_85,DECIDED,,1000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_84,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_87,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_86,DECIDED,,1200.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_88,DECIDED,2024-01-16 00:00:00+00:00,30000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_91,DECIDED,,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_93,DECIDED,,24000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_89,DECIDED,2024-01-16 00:00:00+00:00,15000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_90,DECIDED,2024-01-20 00:00:00+00:00,300000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_94,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_95,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_92,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_96,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_98,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_99,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_100,DECIDED,,6000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_97,DECIDED,,365000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_103,DECIDED,,24000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_102,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_101,DECIDED,,56000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_107,DECIDED,,30000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_105,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_106,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_104,DECIDED,,56000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_108,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_110,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_111,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_109,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_112,DECIDED,,8000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_116,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_117,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_115,DECIDED,2024-01-16 00:00:00+00:00,3500000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_114,DECIDED,,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_119,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_113,DECIDED,,70000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_118,DECIDED,,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_121,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_120,DECIDED,,70000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_122,DECIDED,,7000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_124,DECIDED,,300.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_126,DECIDED,,80000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_125,DECIDED,,50000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_127,DECIDED,,5000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_123,DECIDED,,2000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_130,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_129,DECIDED,,4000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_128,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_133,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_131,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_132,DECIDED,,20000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_134,DECIDED,,72000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_137,DECIDED,,300.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_135,DECIDED,,600.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_136,DECIDED,,8000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_138,DECIDED,,1500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_139,DECIDED,,1200.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_141,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_140,DECIDED,2024-01-16 00:00:00+00:00,250000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_142,DECIDED,,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_143,DECIDED,,300.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_144,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_146,DECIDED,,10000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_147,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_149,DECIDED,,12000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_151,DECIDED,2024-01-16 00:00:00+00:00,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_150,DECIDED,2024-01-16 00:00:00+00:00,220000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_152,DECIDED,2024-01-16 00:00:00+00:00,1200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_154,DECIDED,2024-01-16 00:00:00+00:00,3500000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_153,DECIDED,,120000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_155,DECIDED,,1600000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_156,DECIDED,,4000000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_158,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_157,DECIDED,,120000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_160,DECIDED,,1200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_159,DECIDED,,42000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_162,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_161,DECIDED,,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_164,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_165,DECIDED,,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_163,DECIDED,,70000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_168,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_169,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_166,DECIDED,,180000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_174,DECIDED,,70000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_173,DECIDED,,48000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_171,DECIDED,,120000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_172,DECIDED,,180000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_179,DECIDED,,20000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_178,DECIDED,,100000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_177,DECIDED,2024-07-05 00:00:00+00:00,270000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_175,DECIDED,,72000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_176,DECIDED,,360000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_181,DECIDED,,120000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_187,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_180,DECIDED,2024-12-05 00:00:00+00:00,42000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_182,DECIDED,2024-01-16 00:00:00+00:00,3000000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_186,DECIDED,2023-10-11 00:00:00+00:00,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_185,DECIDED,,60000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_188,DECIDED,,500000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_189,DECIDED,,7500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_183,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_190,DECIDED,,500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_191,DECIDED,,12000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_194,DECIDED,,2000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_192,DECIDED,2024-01-19 00:00:00+00:00,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_193,DECIDED,,100000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_196,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_195,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_200,DECIDED,,2000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_199,DECIDED,2024-01-16 00:00:00+00:00,600.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_197,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_198,DECIDED,,15000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_202,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_201,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_203,DECIDED,,4000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_206,DECIDED,2024-01-31 00:00:00+00:00,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_205,DECIDED,,60000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_204,DECIDED,,12000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_208,DECIDED,,56000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_207,DECIDED,,96000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_209,DECIDED,,1200.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_210,DECIDED,,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_212,DECIDED,,30000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_211,DECIDED,,24000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_214,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_215,DECIDED,2024-10-01 00:00:00+00:00,180000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_219,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_216,DECIDED,,1200.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_217,DECIDED,,150000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_220,DECIDED,,500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_218,DECIDED,,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_221,DECIDED,,4000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_222,DECIDED,2024-06-06 00:00:00+00:00,120000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_224,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_225,DECIDED,,100000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_228,DECIDED,,1000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_227,DECIDED,,30000.0
