decision_id,country_code_clean,country_group,decision_date_parsed,decision_year,decision_quarter,days_since_gdpr,time_observed,time_observed_prob,ipw_time,country_weight,country_year_weight,fine_eur,fine_positive,fine_log1p,severity_measures_present,enforcement_severity_index,breach_case,breach_types_status,breach_types_conflict,special_data_status,special_data_conflict,special_data_article9,special_data_article10,special_data_neither,vulnerable_status,vulnerable_any,remedial_status,remedial_any,art33_notification_required,art33_submitted,art33_submission_timing,art33_delay_amount,art34_notified,art34_notification_required,initiation_channel,breach_cause,breach_type_cyber_attack,breach_type_human_error,breach_type_organizational_failure,breach_type_system_malfunction,breach_type_technical_failure,q46_vuln_CHILDREN,q46_vuln_ELDERLY,q46_vuln_PATIENTS,q46_vuln_EMPLOYEES,q46_vuln_FINANCIALLY_VULNERABLE,q47_remedial_IMMEDIATE_CESSATION,q47_remedial_SYSTEM_UPGRADES,q47_remedial_POLICY_CHANGES,q47_remedial_STAFF_TRAINING,q47_remedial_EXTERNAL_AUDIT,q47_remedial_DPO_APPOINTMENT,q47_remedial_COMPENSATION_TO_SUBJECTS
United Kingdom_23,GB,NON_EEA,2021-11-15 00:00:00+00:00,2021.0,Q4,1270.0,True,0.6802720616304971,1.4700001020226658,1.85,0.8666666666666667,500000.0,1,13.122365,1,2,1,DISCUSSED,0,DISCUSSED,0,0.0,0.0,1.0,NONE_MENTIONED,0.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,YES_WITHIN_72H,NOT_APPLICABLE,YES_NOTIFIED,YES_REQUIRED,BREACH_NOTIFICATION,INTERNAL_CAUSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
United Kingdom_24,GB,NON_EEA,,,,,False,0.4059137623806875,,1.85,,0.0,0,0.0,1,1,1,DISCUSSED,0,DISCUSSED,0,0.0,1.0,0.0,DISCUSSED,0.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PARTIALLY_NOTIFIED,NOT_APPLICABLE,COMPLAINT,INTERNAL_CAUSE,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
United Kingdom_29,GB,NON_EEA,2024-05-02 00:00:00+00:00,2024.0,Q2,2169.0,True,0.3514791586327218,2.845118908017389,1.85,2.6,130000.0,1,11.775297,1,2,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,DISCUSSED,1.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REFERRAL_FROM_OTHER_AUTHORITY,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
United Kingdom_27,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,,0,,1,1,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,NONE_MENTIONED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_28,GB,NON_EEA,2025-04-14 00:00:00+00:00,2025.0,Q2,2516.0,True,0.6802720616304971,1.4700001020226658,1.85,1.7333333333333334,60000.0,1,11.002117,1,2,1,DISCUSSED,0,DISCUSSED,0,1.0,1.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,NO_LATE,1_TO_6_MONTHS,YES_NOTIFIED,YES_REQUIRED,BREACH_NOTIFICATION,EXTERNAL_CAUSE,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
United Kingdom_22,GB,NON_EEA,,,,,False,0.3514791586327218,,1.85,,200000.0,1,12.206078,1,2,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,NONE_MENTIONED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_30,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,NONE_MENTIONED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EX_OFFICIO_DPA_INITIATIVE,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_32,GB,NON_EEA,,,,,False,0.5193924543926668,,1.85,,0.0,0,0.0,0,0,1,DISCUSSED,0,DISCUSSED,0,0.0,0.0,1.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,NOT_MENTIONED,NOT_APPLICABLE,YES_NOTIFIED,YES_REQUIRED,COMPLAINT,INTERNAL_CAUSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
United Kingdom_33,UNCLEAR,NON_EEA,,,,,False,0.05,,0.6324786324786325,,,0,,0,0,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,DISCUSSED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_MENTIONED,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_31,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,NOT_APPLICABLE,0,DISCUSSED,0,1.0,1.0,0.0,DISCUSSED,0.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EX_OFFICIO_DPA_INITIATIVE,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
United Kingdom_36,UNCLEAR,NON_EEA,,,,,False,0.05,,0.6324786324786325,,,0,,0,0,0,NOT_DISCUSSED,0,NOT_DISCUSSED,0,,,,DISCUSSED,0.0,DISCUSSED,0.0,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_34,GB,NON_EEA,2021-10-18 00:00:00+00:00,2021.0,Q4,1242.0,True,0.6802720616304971,1.4700001020226658,1.85,0.8666666666666667,10000.0,1,9.21044,1,2,1,DISCUSSED,0,DISCUSSED,0,1.0,0.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,YES_WITHIN_72H,NOT_APPLICABLE,YES_NOTIFIED,YES_REQUIRED,BREACH_NOTIFICATION,INTERNAL_CAUSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
United Kingdom_37,GB,NON_EEA,,,,,False,0.4059137623806875,,1.85,,0.0,0,0.0,1,1,1,DISCUSSED,0,NOT_APPLICABLE,0,,,,DISCUSSED,0.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,NOT_APPLICABLE,BREACH_NOTIFICATION,EXTERNAL_CAUSE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
United Kingdom_35,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,DISCUSSED,1.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,BREACH_NOTIFICATION,NOT_APPLICABLE,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
United Kingdom_39,GB,NON_EEA,,,,,False,0.4059137623806875,,1.85,,0.0,0,0.0,1,1,1,DISCUSSED,0,DISCUSSED,0,1.0,1.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,NOT_MENTIONED,BREACH_NOTIFICATION,EXTERNAL_CAUSE,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom_45,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,NONE_MENTIONED,0.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
United Kingdom_40,GB,NON_EEA,,,,,False,0.3514791586327218,,1.85,,145000.0,1,11.884496,1,2,0,NOT_APPLICABLE,0,DISCUSSED,1,0.0,0.0,1.0,DISCUSSED,1.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_43,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,DISCUSSED,0,DISCUSSED,0,1.0,0.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,NOT_MENTIONED,BREACH_NOTIFICATION,INTERNAL_CAUSE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
United Kingdom_44,GB,NON_EEA,2022-10-04 00:00:00+00:00,2022.0,Q4,1593.0,True,0.3514791586327218,2.845118908017389,1.85,1.7333333333333334,1350000.0,1,14.115616,1,2,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,DISCUSSED,1.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EX_OFFICIO_DPA_INITIATIVE,NOT_APPLICABLE,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
United Kingdom_41,GB,NON_EEA,2021-07-05 00:00:00+00:00,2021.0,Q3,1137.0,True,0.6802720616304971,1.4700001020226658,1.85,0.8666666666666667,25000.0,1,10.126671,1,2,1,DISCUSSED,0,DISCUSSED,0,1.0,0.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,YES_WITHIN_72H,NOT_APPLICABLE,PARTIALLY_NOTIFIED,YES_REQUIRED,BREACH_NOTIFICATION,INTERNAL_CAUSE,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
United Kingdom_46,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,DISCUSSED,0,DISCUSSED,0,1.0,0.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_MENTIONED,INTERNAL_CAUSE,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
United Kingdom_48,GB,NON_EEA,,,,,False,0.4059137623806875,,1.85,,0.0,0,0.0,1,1,1,DISCUSSED,0,DISCUSSED,0,1.0,0.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,NOT_MENTIONED,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,INTERNAL_CAUSE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
United Kingdom_53,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,,0,,1,1,0,NOT_APPLICABLE,0,DISCUSSED,0,0.0,0.0,1.0,NONE_MENTIONED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EX_OFFICIO_DPA_INITIATIVE,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_52,GB,NON_EEA,,,,,False,0.3514791586327218,,1.85,,75000.0,1,11.225257,1,2,0,NOT_APPLICABLE,0,DISCUSSED,0,0.0,0.0,1.0,NONE_MENTIONED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EX_OFFICIO_DPA_INITIATIVE,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_51,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,,0,,1,1,0,DISCUSSED,0,DISCUSSED,0,0.0,0.0,1.0,NONE_MENTIONED,0.0,DISCUSSED,1.0,NO_NOT_REQUIRED,YES_SUBMITTED,NOT_APPLICABLE,NOT_APPLICABLE,NO_NOT_NOTIFIED,NOT_APPLICABLE,BREACH_NOTIFICATION,INTERNAL_CAUSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
United Kingdom_47,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,,0,,1,1,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,NONE_MENTIONED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EX_OFFICIO_DPA_INITIATIVE,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_49,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,NONE_MENTIONED,0.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
United Kingdom_50,GB,NON_EEA,,,,,False,0.14824282364930966,,1.85,,0.0,0,0.0,1,1,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,DISCUSSED,1.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
United Kingdom_38,,UNKNOWN,,,,,False,0.12530941824367456,,0.9135802469135802,,,0,,0,0,0,MISSING,0,MISSING,0,,,,NOT_MENTIONED,,NOT_MENTIONED,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom_54,UNCLEAR,NON_EEA,,,,,False,0.05,,0.6324786324786325,,0.0,0,0.0,0,0,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,DISCUSSED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_MENTIONED,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_55,GB,NON_EEA,,,,,False,0.4059137623806875,,1.85,,0.0,0,0.0,1,1,1,DISCUSSED,0,DISCUSSED,0,1.0,0.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,NOT_MENTIONED,NOT_MENTIONED,NOT_APPLICABLE,YES_NOTIFIED,YES_REQUIRED,BREACH_NOTIFICATION,INTERNAL_CAUSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
United Kingdom_59,GB,NON_EEA,2022-02-14 00:00:00+00:00,2022.0,Q1,1361.0,True,0.3514791586327218,2.845118908017389,1.85,1.7333333333333334,50000.0,1,10.819798,1,2,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,,,,DISCUSSED,1.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_56,GB,NON_EEA,,,,,False,0.3514791586327218,,1.85,,85000.0,1,11.350418,1,2,0,NOT_APPLICABLE,0,DISCUSSED,0,0.0,0.0,1.0,NONE_MENTIONED,0.0,DISCUSSED,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EX_OFFICIO_DPA_INITIATIVE,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
United Kingdom_61,UNCLEAR,NON_EEA,,,,,False,0.05,,0.6324786324786325,,,0,,1,1,0,NOT_APPLICABLE,0,DISCUSSED,0,0.0,0.0,1.0,NONE_MENTIONED,0.0,NONE_MENTIONED,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPLAINT,NOT_APPLICABLE,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_60,GB,NON_EEA,2022-02-28 00:00:00+00:00,2022.0,Q1,1375.0,True,0.6802720616304971,1.4700001020226658,1.85,1.7333333333333334,98000.0,1,11.492733,1,2,1,DISCUSSED,0,DISCUSSED,0,1.0,1.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,YES_WITHIN_72H,NOT_APPLICABLE,PARTIALLY_NOTIFIED,YES_REQUIRED,BREACH_NOTIFICATION,EXTERNAL_CAUSE,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
United Kingdom_57,GB,NON_EEA,2024-03-06 00:00:00+00:00,2024.0,Q1,2112.0,True,0.6802720616304971,1.4700001020226658,1.85,2.6,7500.0,1,8.922792,1,2,1,DISCUSSED,0,DISCUSSED,0,1.0,0.0,0.0,DISCUSSED,1.0,DISCUSSED,1.0,YES_REQUIRED,YES_SUBMITTED,YES_WITHIN_72H,NOT_APPLICABLE,YES_NOTIFIED,YES_REQUIRED,BREACH_NOTIFICATION,INTERNAL_CAUSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
