feature,dy/dx,Std. Err.,z,Pr(>|z|),Conf. Int. Low,Cont. Int. Hi.,target
q28_mitigations_COOPERATION_WITH_DPA,-0.02449638019120581,0.04717353527878778,-0.5192822638039795,0.6035639197960994,-0.11695481036105952,0.0679620499786479,power_reprimand_flag
q41_aggrav_PREVIOUS_INFRINGEMENTS,-0.0010221241316777563,0.034259281365782907,-0.029834955402731293,0.976198680787438,-0.06816908174483644,0.06612483348148093,power_reprimand_flag
q41_aggrav_INTENT_NEGLIGENCE,-0.0950664837500316,0.026227487147261086,-3.6246889843566015,0.0002893094016229316,-0.1464714139636505,-0.043661553536412705,power_reprimand_flag
q42_mitig_COOPERATION_WITH_AUTHORITY,-0.0025633088324636655,0.02221474486813472,-0.11538772322974224,0.9081378094083,-0.046103408699753705,0.04097679103482637,power_reprimand_flag
q46_vuln_CHILDREN,0.05151021838473776,0.028163687059669176,1.828958625893169,0.06740580658309647,-0.0036895939240705958,0.10671003069354612,power_reprimand_flag
q46_vuln_EMPLOYEES,-0.016032626828439558,0.02288420556264687,-0.700597920454319,0.4835539765735698,-0.06088484554603858,0.02881959188915947,power_reprimand_flag
q46_vuln_FINANCIALLY_VULNERABLE,0.011942841123157818,0.04658798064823777,0.2563502636727734,0.7976803887274753,-0.07936792305983721,0.10325360530615284,power_reprimand_flag
q21_breach_types_count,0.014727077734645263,0.010973241676659494,1.342089982941898,0.17956682141035074,-0.006780080745261263,0.03623423621455179,power_reprimand_flag
q25_sensitive_data_count,-0.007782975063828436,0.019670509339130535,-0.3956671853100299,0.6923505663829519,-0.046336464926083065,0.030770514798426195,power_reprimand_flag
q28_mitigations_count,0.02019126731977028,0.021695610404979866,0.9306614076705447,0.352028738657573,-0.022331347696602714,0.06271388233614328,power_reprimand_flag
q41_aggrav_count,-0.020590617630133423,0.01564389507245473,-1.3162078583861587,0.18810428684735758,-0.05125208855006831,0.010070853289801469,power_reprimand_flag
q42_mitig_count,0.033964779786013984,0.012422978842741881,2.7340286267860696,0.006256460474367114,0.009616188673536818,0.058313370898491146,power_reprimand_flag
q46_vuln_count,-0.0045000287834251074,0.012494156965110803,-0.3601706618534706,0.7187195129311819,-0.028988126452232546,0.019988068885382335,power_reprimand_flag
q47_remedial_count,0.03731461234231107,0.010990843986031689,3.3950634173075676,0.0006861270571622794,0.015772953969990313,0.05885627071463183,power_reprimand_flag
country_group_EU,-0.14568418818309778,0.02561982746877701,-5.686384436454293,1.297571202986183e-08,-0.1958981273120307,-0.09547024905416486,power_reprimand_flag
country_group_EU_INSTITUTION,-2.4670077877033556,14539.466139437965,-0.0001696766417724,0.9998646176278505,-28499.296995525732,28494.36297995033,power_reprimand_flag
country_group_NON_EEA,-0.07703337259388507,0.04333318415944402,-1.7776993333894306,0.07545324923482134,-0.16196485288183693,0.007898107694066778,power_reprimand_flag
country_group_UNKNOWN,-2.3871210901282174,1615.4962422421372,-0.0014776395188732514,0.9988210146704953,-3168.701573044512,3163.927330864255,power_reprimand_flag
isic_section_C,-2.6068780319302483,14539.726050605237,-0.0001792934765659999,0.9998569445039618,-28499.946282296994,28494.732526233136,power_reprimand_flag
isic_section_D,-2.4961890067643657,14539.726050229856,-0.0001716806078835924,0.9998630186942533,-28499.835592536096,28494.843214522567,power_reprimand_flag
isic_section_E,-2.4040724647028444,14539.726050370464,-0.00016534510047674453,0.9998680736977263,-28499.743476269618,28494.935331340213,power_reprimand_flag
isic_section_F,-2.301859780003177,14539.726050875623,-0.0001583152097879143,0.9998736827388977,-28499.641264575013,28495.037545015006,power_reprimand_flag
isic_section_G,-2.4646903126804522,14539.726050144463,-0.0001695142194688024,0.9998647472220971,-28499.804093674644,28494.87471304928,power_reprimand_flag
isic_section_H,-2.5053780327928186,14539.726050184187,-0.00017231260232451772,0.9998625144356539,-28499.844781472613,28494.834025407024,power_reprimand_flag
isic_section_I,-2.6398412598935352,14539.726050320784,-0.00018156059135896125,0.9998551356081004,-28499.97924496744,28494.69956244765,power_reprimand_flag
isic_section_J,-2.4747646154973415,14539.726050105559,-0.00017020710066812948,0.9998641943828936,-28499.81416790121,28494.864638670217,power_reprimand_flag
isic_section_K,-2.50364297737027,14539.726050118228,-0.00017219327026797126,0.999862609648858,-28499.843046287915,28494.83576033317,power_reprimand_flag
isic_section_L,-2.482045632797159,14539.726050329287,-0.00017070786782402597,0.9998637948285172,-28499.821449357012,28494.857358091416,power_reprimand_flag
isic_section_M,-2.374798838610562,14539.726050229903,-0.0001633317457568612,0.999869680122351,-28499.71420236803,28494.964604690813,power_reprimand_flag
isic_section_N,-2.5579191825821446,14539.726050226818,-0.0001759262295414597,0.9998596311783327,-28499.897322705958,28494.781484340794,power_reprimand_flag
isic_section_O,-2.4091253709888227,14539.726050101377,-0.00016569262465382045,0.9998677964135547,-28499.748528648506,28494.93027790653,power_reprimand_flag
isic_section_P,-2.543093034736417,14539.726050203442,-0.00017490653028506226,0.9998604447806135,-28499.882496512295,28494.796310442824,power_reprimand_flag
isic_section_Q,-2.496273955627417,14539.726050129964,-0.00017168645042009605,0.9998630140325837,-28499.835677289175,28494.843129377918,power_reprimand_flag
isic_section_R,-2.6755692491803664,14539.72605039934,-0.00018401785837683516,0.9998531749927178,-28500.014973110694,28494.663834612336,power_reprimand_flag
isic_section_S,-2.419419804681569,14539.72605020475,-0.0001664006458118582,0.9998672314944118,-28499.758823284807,28494.91998367544,power_reprimand_flag
isic_section_UNKNOWN,-2.446684781255711,14539.726050093544,-0.00016827585147245397,0.9998657352967878,-28499.78608804342,28494.89271848091,power_reprimand_flag
