feature,dy/dx,Std. Err.,z,Pr(>|z|),Conf. Int. Low,Cont. Int. Hi.,target
q25_sensitive_data_count,0.03590177473760302,0.012945067468738823,2.773394176917392,0.0055474879773825736,0.01052990872143384,0.061273640753772195,power_warning_flag
q28_mitigations_count,-0.0021989198738054687,0.020050304854145825,-0.10967014665369516,0.912670977087224,-0.041496795266979906,0.037098955519368974,power_warning_flag
q41_aggrav_count,-0.028128922280435682,0.013932797313918055,-2.0188998409053522,0.04349763077898091,-0.05543670321961147,-0.0008211413412598893,power_warning_flag
q42_mitig_count,0.00593233775543114,0.009146019440903536,0.6486250979196567,0.5165807290346042,-0.011993530950642952,0.023858206461505233,power_warning_flag
q46_vuln_count,0.0031726646992606875,0.012817990043854843,0.24751655200276237,0.8045084832982701,-0.021950134140887794,0.028295463539409167,power_warning_flag
q47_remedial_count,0.010086918385341892,0.008728154714995315,1.1556759377800863,0.24781373396916773,-0.007019950507542385,0.02719378727822617,power_warning_flag
country_group_EU,0.14843925681106765,0.04313420008975093,3.441335564406076,0.0005788501806598544,0.06389777813321146,0.23298073548892384,power_warning_flag
country_group_EU_INSTITUTION,-1.4949388525197336,24658.28695604203,-6.062622497599851e-05,0.9999516272711415,-48330.8492931487,48327.85941544366,power_warning_flag
country_group_NON_EEA,-1.5054152519511121,1753.277941932848,-0.0008586289805776674,0.9993149132771185,-3437.8670363288416,3434.8562058249395,power_warning_flag
country_group_UNKNOWN,-1.3824861555090415,2739.809663198521,-0.0005045920430454623,0.9995973938164349,-5371.310750519426,5368.545778208407,power_warning_flag
isic_section_C,-0.004040429483127182,25586.153405099023,-1.579146899948615e-07,0.9999998740023069,-50147.943217340435,50147.935136481465,power_warning_flag
isic_section_D,1.6390439584259162,24657.745603484313,6.647176853809003e-05,0.9999469632021932,-48326.65427882168,48329.93236673854,power_warning_flag
isic_section_E,1.5934723938069468,24657.74560356091,6.462360425913503e-05,0.999948437823934,-48326.69985053644,48329.88679532405,power_warning_flag
isic_section_F,1.695337696108068,24657.745603656418,6.875477277438825e-05,0.999945141628365,-48326.59798542132,48329.98866081354,power_warning_flag
isic_section_G,1.5962841673693715,24657.745603474017,6.47376363208351e-05,0.9999483468395128,-48326.69703859257,48329.8896069273,power_warning_flag
isic_section_H,-0.023357389907100293,24896.222730068526,-9.381901086099418e-07,0.9999992514325973,-48795.72325941168,48795.67654463186,power_warning_flag
isic_section_I,1.620474553365675,24657.745603508956,6.571868245469574e-05,0.9999475640779508,-48326.67284827505,48329.913797381785,power_warning_flag
isic_section_J,1.644701992256524,24657.74560345173,6.670123127664555e-05,0.9999467801174173,-48326.648620724,48329.938024708514,power_warning_flag
isic_section_K,1.5978490619938632,24657.745603462685,6.480110094774752e-05,0.9999482962020669,-48326.695473675725,48329.89117179972,power_warning_flag
isic_section_L,-0.05770857222899871,25403.50862109106,-2.2716772352102034e-06,0.9999981874638069,-49790.01968686348,49789.904269719016,power_warning_flag
isic_section_M,1.6064921873615188,24657.745603552834,6.515162469394792e-05,0.9999480165245822,-48326.68683072705,48329.89981510177,power_warning_flag
isic_section_N,1.684067145283355,24657.745603483974,6.829769324270292e-05,0.9999455063250655,-48326.60925563417,48329.97738992473,power_warning_flag
isic_section_O,1.6711545296724504,24657.74560345121,6.777401943179055e-05,0.9999459241563132,-48326.62216818556,48329.9644772449,power_warning_flag
isic_section_P,1.6537755479988596,24657.745603477502,6.706921121635817e-05,0.9999464865119053,-48326.639547218765,48329.94709831477,power_warning_flag
isic_section_Q,1.6046063845002636,24657.74560346175,6.507514556703795e-05,0.9999480775460967,-48326.68871635139,48329.89792912039,power_warning_flag
isic_section_R,1.5880874748300942,24657.745603541378,6.440521775040177e-05,0.9999486120711574,-48326.705235417125,48329.88141036679,power_warning_flag
isic_section_S,-0.06288706018071581,25067.23786880835,-2.508735127094613e-06,0.999997998318975,-49130.94630182313,49130.820527702774,power_warning_flag
isic_section_UNKNOWN,1.6369118792087818,24657.745603447398,6.638530162221826e-05,0.9999470321928103,-48326.65641082855,48329.930234586966,power_warning_flag
