A10_DefendantCount,A11_DefendantName,A12_DefendantRole,A12_DefendantRole__Controller,A12_DefendantRole__Joint_Controller,A12_DefendantRole__Processor,A12_DefendantRole__UNKNOWN,A13_InstitutionalIdentity,A14_EconomicSector,A15_DefendantCategory,A15_DefendantCategory__BUSINESS,A15_DefendantCategory__INDIVIDUAL,A15_DefendantCategory__NON_PROFIT,A15_DefendantCategory__OTHER,A15_DefendantCategory__PUBLIC_AUTHORITY,A15_DefendantCategory__UNKNOWN,A16_SensitiveData,A16_SensitiveData_bin,A17_SensitiveDataTypes,A18_Cookies,A18_Cookies_bin,A19_VulnerableSubjects,A1_Country,A20_LegalBasis,A21_DataTransfers,A21_DataTransfers_bin,A22_TransferMechanism,A23_HighRiskProcessing,A23_HighRiskProcessing_pos_bin,A24_PowerImbalance,A24_PowerImbalance_pos_bin,A25_SubjectsAffected,A26_InfringementDuration,A27_DamageEstablished,A27_DamageEstablished__Both,A27_DamageEstablished__Material_Damage,A27_DamageEstablished__Non_Material_Damage,A27_DamageEstablished__None,A27_DamageEstablished__Not_Assessed,A27_DamageEstablished__UNKNOWN,A27_DamageEstablished_pos_bin,A28_DPIARequired,A28_DPIARequired__Not_Assessed,A28_DPIARequired__Not_Required,A28_DPIARequired__Required_And_Conducted,A28_DPIARequired__Required_Not_Conducted,A28_DPIARequired__UNKNOWN,A28_DPIARequired_pos_bin,A29_SecurityMeasures,A29_SecurityMeasures__Adequate,A29_SecurityMeasures__Inadequate,A29_SecurityMeasures__Not_Evaluated,A29_SecurityMeasures__UNKNOWN,A29_SecurityMeasures_pos_bin,A2_Authority,A30_DataMinimization,A30_DataMinimization__Compliant,A30_DataMinimization__Not_Evaluated,A30_DataMinimization__UNKNOWN,A30_DataMinimization__Violated,A30_DataMinimization_pos_bin,A31_SubjectRightsRequests,A31_SubjectRightsRequests_bin,A32_RightsInvolved,A33_TransparencyObligations,A33_TransparencyObligations__Compliant,A33_TransparencyObligations__Not_Evaluated,A33_TransparencyObligations__UNKNOWN,A33_TransparencyObligations__Violated,A33_TransparencyObligations_pos_bin,A34_Art_12,A34_Art_13,A34_Art_14,A34_Art_15,A34_Art_17,A34_Art_21,A34_Art_24,A34_Art_25,A34_Art_28,A34_Art_30,A34_Art_32,A34_Art_33,A34_Art_34,A34_Art_35,A34_Art_5,A34_Art_6,A34_GDPREvaluated,A35_Art_12,A35_Art_13,A35_Art_14,A35_Art_15,A35_Art_17,A35_Art_21,A35_Art_24,A35_Art_25,A35_Art_28,A35_Art_30,A35_Art_32,A35_Art_33,A35_Art_34,A35_Art_35,A35_Art_5,A35_Art_6,A35_GDPRViolated,A36_NoInfringement,A36_NoInfringement_bin,A37_LegalBasisInvalid,A37_LegalBasisInvalid__N,A37_LegalBasisInvalid__Not_Evaluated,A37_LegalBasisInvalid__UNKNOWN,A37_LegalBasisInvalid__Y,A37_LegalBasisInvalid_pos_bin,A38_NegligenceEstablished,A38_NegligenceEstablished__N,A38_NegligenceEstablished__Not_Assessed,A38_NegligenceEstablished__UNKNOWN,A38_NegligenceEstablished__Y,A38_NegligenceEstablished_pos_bin,A39_ManagementAuthorization,A39_ManagementAuthorization__N,A39_ManagementAuthorization__Not_Assessed,A39_ManagementAuthorization__UNKNOWN,A39_ManagementAuthorization__Y,A39_ManagementAuthorization_pos_bin,A3_DecisionDate,A40_DefendantCooperation,A40_DefendantCooperation__Cooperative,A40_DefendantCooperation__Not_Discussed,A40_DefendantCooperation__Partially_Cooperative,A40_DefendantCooperation__UNKNOWN,A40_DefendantCooperation__Uncooperative,A40_DefendantCooperation_pos_bin,A41_MitigatingMeasures,A41_MitigatingMeasures__Before_Investigation,A41_MitigatingMeasures__During_Investigation,A41_MitigatingMeasures__None,A41_MitigatingMeasures__Not_Discussed,A41_MitigatingMeasures__UNKNOWN,A41_MitigatingMeasures_pos_bin,A42_PriorNonCompliance,A42_PriorNonCompliance__N,A42_PriorNonCompliance__Not_Assessed,A42_PriorNonCompliance__UNKNOWN,A42_PriorNonCompliance__Y,A42_PriorNonCompliance_pos_bin,A43_FinancialBenefit,A43_FinancialBenefit__N,A43_FinancialBenefit__Not_Assessed,A43_FinancialBenefit__UNKNOWN,A43_FinancialBenefit__Y,A43_FinancialBenefit_pos_bin,A44_PriorMeasuresConsidered,A45_SanctionType,A46_FineAmount,A46_FineAmount_EUR,A47_FineCurrency,A48_EDPBGuidelines,A48_EDPBGuidelines_bin,A49_FineCalculationFactors,A49_FineCalculationFactors__N,A49_FineCalculationFactors__N_A,A49_FineCalculationFactors__Partially,A49_FineCalculationFactors__Y,A49_FineCalculationFactors_bin,A4_CaseTrigger,A4_CaseTrigger__BREACH_NOTIFICATION,A4_CaseTrigger__COMPLAINT,A4_CaseTrigger__EX_OFFICIO_INVESTIGATION,A4_CaseTrigger__OTHER,A4_CaseTrigger__UNKNOWN,A50_CaseSummary,A5_CrossBorder,A5_CrossBorder_bin,A6_DPARole,A6_DPARole__Concerned_Authority,A6_DPARole__Lead_Authority,A6_DPARole__N_A,A7_IsAppeal,A7_IsAppeal_bin,A8_AppealSuccess,A8_AppealSuccess__N_A,A8_AppealSuccess__Successful,A8_AppealSuccess__Unsuccessful,A9_PriorInfringements,A9_PriorInfringements__DISCUSSED_NO_PRIOR_FOUND,A9_PriorInfringements__NOT_DISCUSSED,A9_PriorInfringements__PRIOR_INFRINGER_PRESENT,A9_PriorInfringements__UNKNOWN,ID,LegalBasis_Consent,LegalBasis_Contract,LegalBasis_Legal_Obligation,LegalBasis_Legitimate_Interest,LegalBasis_Public_Task,LegalBasis_Vital_Interests,Right_Access,Right_Automated_Decision_Making,Right_Erasure,Right_Objection,Right_Portability,Right_Rectification,Right_Restrict_Processing,Sanction_Compliance_Order,Sanction_Data_Flow_Suspension,Sanction_Fine,Sanction_None,Sanction_Other_Corrective_Measure,Sanction_Processing_Ban_Permanent,Sanction_Processing_Ban_Temporary,Sanction_Reprimand,Sanction_Warning,SensitiveType_Biometric,SensitiveType_Criminal,SensitiveType_Genetic,SensitiveType_Health,SensitiveType_Other,SensitiveType_Philosophical,SensitiveType_Political,SensitiveType_Racial_Ethnic,SensitiveType_Religious,SensitiveType_Sexual,SensitiveType_Trade_Union,TransferMech_Adequacy_Decision,TransferMech_Binding_Corporate_Rules,TransferMech_Certification,TransferMech_Derogation,TransferMech_None_Specified,TransferMech_Standard_Contractual_Clauses,VulnerableSubject_Children,VulnerableSubject_Elderly,VulnerableSubject_Employees,VulnerableSubject_Other_Vulnerable,VulnerableSubject_Patients,VulnerableSubject_Students,dataset_source
1.0,Grindr LLC,Controller,1,0,0,0,S.11 - Non-financial corporations,"Code: 6312, Description: Web portals, Level: 4",BUSINESS,1,0,0,0,0,0,Y,1.0,Sexual,Y,1.0,None_Mentioned,NO,Consent,,,,Not_Assessed,,Not_Discussed,,,20-07-2018 to 08-04-2020,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Norwegian Data Protection Authority,Not_Evaluated,0,1,0,0,,N,0.0,,Violated,0,0,0,1,0.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,"Art. 5(1)(a), Art. 5(1)(b), Art. 6(1)(a), Art. 7, Art. 9(1), Art. 9(2)(a), Art. 9(2)(e), Art. 25, Art. 32, Art. 24, Art. 5(2)",,,,,,,,,,,,,,,1.0,1.0,"Art. 6(1)(a), Art. 9(1), Art. 5(1)(b)",N,0,Y,0,0,0,1,1.0,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,24-01-2021,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,N,1,0,0,0,0.0,Y,0,0,0,1,1.0,Neutral,Fine,100000000.0,9200000.0,NOK,N,0.0,Y,0,0,0,1,1.0,COMPLAINT,0,1,0,0,0,"The NO DPA issued an advance notification to fine Grindr for unlawfully sharing user data with advertising partners based on invalid consent and for disclosing special category data concerning sexual orientation. It found consent was not freely given, specific, informed, or unambiguous, and that Article 9(1) was breached, considering aggravating factors including scope, duration, and sensitivity of data. A fine of NOK 100 million was deemed effective, proportionate, and dissuasive.",N,0.0,,0,0,0,N,0,,0,0,0,DISCUSSED_NO_PRIOR_FOUND,1,0,0,0,Norway_34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,Telenor Norge AS,Controller,1,0,0,0,S.11 - Non-financial corporations,"Code: 6120, Description: Wireless telecommunications activities, Level: 4",BUSINESS,1,0,0,0,0,0,,,,N,0.0,None_Mentioned,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,1300000,several years,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Norwegian Data Inspectorate,Not_Evaluated,0,1,0,0,,,,,Not_Evaluated,0,1,0,0,,,,,,,,,,,,1.0,1.0,,,,,"Art. 32(1), Art. 33",,,,,,,,,,,1.0,1.0,,,,,"Art. 32(1), Art. 33",N,0,Not_Evaluated,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,,Not_Discussed,0,1,0,0,0,,Not_Discussed,0,0,0,1,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Considered,Reprimand,,,,,,,0,0,0,0,,EX_OFFICIO_INVESTIGATION,0,0,1,0,0,"The Norwegian Data Inspectorate issued a notice of reprimand to Telenor Norge AS for inadequate security in its voicemail function and failure to notify a personal data breach under GDPR Article 33. The vulnerability allowed voicemail interception via spoofing services for several years, affecting about 1.3 million Norwegian mobile subscribers, constituting a violation of Article 32(1). Considering NKOM had already imposed a separate fine under telecom law, the DPA opted for a reprimand under Article 58(2)(b) to avoid double punishment.",N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,POSTNORD AS,Controller,1,0,0,0,S.11 - Non-financial corporations,"Code: 53, Description: Postal and courier activities, Level: 2",BUSINESS,1,0,0,0,0,0,N,0.0,,N,0.0,None_Mentioned,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,,31 March 2017 to 21 February 2020; and 8 August 2019 to 6 March 2020,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Norwegian Data Protection Authority,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,,,,1.0,,,,1.0,,"Art. 5(1)(a), Art. 5(1)(b), Art. 5(1)(c), Art. 5(1)(f), Art. 24(1), Art. 32(1), Art. 32(2), Art. 58(2)(d)",,,,,,,,,,,1.0,,,,,,Art. 32,N,0,Not_Evaluated,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,09-01-2023,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Mitigating_Factor,Compliance_Order,0.0,,,N,0.0,,0,0,0,0,,BREACH_NOTIFICATION,1,0,0,0,0,The Norwegian DPA ordered PostNord AS to implement suitable technical measures for the “mypostnord” service after two breach notifications revealed unauthorized access to customer profiles via reassigned or mistyped phone numbers. The DPA found an infringement of Article 32 for inadequate measures ensuring confidentiality and required remediation under Article 58(2)(d); PostNord accepted and planned to introduce two-factor authentication. No fine was imposed.,N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,Ålesund Municipality,Controller,1,0,0,0,S.13 - General government,"Code: 8411, Description: General public administration activities, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,,,,N,0.0,Students,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,,,Not_Assessed,0,0,0,0,1,0,,Required_Not_Conducted,0,0,0,1,0,1.0,Inadequate,0,1,0,0,0.0,Datatilsynet,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,"Art. 24(1), Art. 32(1)(b), Art. 35, Art. 5",,,,,,,1.0,,,,1.0,,,1.0,,,"Art. 24(1), Art. 32(1)(b), Art. 35",N,0,Not_Evaluated,0,1,0,0,,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,15-03-2021,Not_Discussed,0,1,0,0,0,,During_Investigation,0,1,0,0,0,1.0,N,1,0,0,0,0.0,N,1,0,0,0,0.0,Mitigating_Factor,Fine,50000.0,4600.0,NOK,N,0.0,Y,0,0,0,1,1.0,BREACH_NOTIFICATION,1,0,0,0,0,"Ålesund Municipality required students to use Strava on their private phones for PE classes, using tracking to verify task completion. The DPA found failures to implement appropriate measures, conduct a risk assessment, and perform a DPIA, violating Art. 24(1), Art. 32(1)(b) and Art. 35, and imposed a NOK 50,000 fine. The decision cited gross negligence, risks from exposure of names and location data, and noted prompt remedial measures as mitigating.",N,0.0,,0,0,0,N,0,,0,0,0,DISCUSSED_NO_PRIOR_FOUND,1,0,0,0,Norway_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dataNorway.csv
1.0,Cyberbook AS,Controller,1,0,0,0,S.11 - Non-financial corporations,,BUSINESS,1,0,0,0,0,0,N,0.0,,N,0.0,Employees,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,1,several months,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,Data Inspectorate,Not_Evaluated,0,1,0,0,,Y,1.0,Objection,Violated,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,,Not_Discussed,0,1,0,0,0,,Not_Discussed,0,0,0,1,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Considered,"Fine, Compliance_Order",200000.0,18400.0,NOK,,,N,1,0,0,0,0.0,COMPLAINT,0,1,0,0,0,"The DPA fined Cyberbook AS NOK 200,000 for illegally auto-forwarding a former employee’s email for several months without informing them. It found violations of rules on employer access to email, lack of legal basis, failure to inform the data subject, failure to assess objections, and breaches of deletion rules. The DPA ordered Cyberbook to establish written routines for access to current and former employees’ email boxes.",N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,dataNorway.csv
1.0,Moss municipality,Controller,1,0,0,0,S.13 - General government,"Code: 8411, Description: General public administration activities, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,Y,1.0,Health,N,0.0,Children,NO,Not_Specified,N,0.0,,Not_Assessed,,Not_Discussed,,2000,13 January 2020 to 4 March 2020,,0,0,0,0,0,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Datatilsynet,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,,,,,1.0,,1.0,,,,"Art. 32(1)(b), Art. 32(1)(d), Art. 34, Art. 9",,,,,,,,,,,1.0,,,,,,"Art. 32(1)(b), Art. 32(1)(d)",N,0,Not_Evaluated,0,1,0,0,,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,04-06-2021,Uncooperative,0,0,0,0,1,0.0,During_Investigation,0,1,0,0,0,1.0,Not_Assessed,0,1,0,0,,N,1,0,0,0,0.0,Mitigating_Factor,Fine,500000.0,46000.0,NOK,N,0.0,Y,0,0,0,1,1.0,BREACH_NOTIFICATION,1,0,0,0,0,"The Norwegian DPA fined Moss municipality NOK 500,000 for inadequate technical and organizational measures during an IT system conversion that caused health data errors and unauthorized access, violating GDPR Art. 32(1)(b) and (d). Around 2,000 people were potentially affected; lack of risk assessment and insufficient testing were key failings, though the municipality notified the DPA and later implemented preventive measures. No prior violations or financial benefit were found, and the DPA applied Art. 83 factors in setting the fine.",N,0.0,,0,0,0,N,0,,0,0,0,DISCUSSED_NO_PRIOR_FOUND,1,0,0,0,Norway_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dataNorway.csv
1.0,,,0,0,0,0,,,BUSINESS,1,0,0,0,0,0,,,,N,0.0,Employees,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,1,more than a month,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,The Norwegian Data Protection Authority,Not_Evaluated,0,1,0,0,,Y,1.0,Objection,Violated,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,,Not_Discussed,0,1,0,0,0,,Not_Discussed,0,0,0,1,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Considered,"Fine, Compliance_Order",400000.0,36800.0,NOK,,,N,1,0,0,0,0.0,COMPLAINT,0,1,0,0,0,"The Norwegian DPA fined an unnamed company NOK 400,000 and ordered improved routines after it automatically forwarded an employee’s mailbox during sick leave for over a month. It found violations of rules on employer access, lack of legal basis, inadequate information to the data subject, and failure to assess the employee’s protest. The company has appealed.",,,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,dataNorway.csv
1.0,Rælingen municipality,Controller,1,0,0,0,S.13 - General government,"Code: 8411, Description: General public administration activities, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,Y,1.0,Health,N,0.0,"Children,Students",NO,Not_Specified,N,0.0,,Y,1.0,Not_Discussed,,15,October 2018 to March 2019,,0,0,0,0,0,0,,Required_Not_Conducted,0,0,0,1,0,1.0,Inadequate,0,1,0,0,0.0,Datatilsynet,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,"Art. 5(1)(f), Art. 5(2), Art. 24, Art. 32(1)(b), Art. 32(1)(d), Art. 35",,,,,,,1.0,,,,1.0,,,1.0,1.0,,"Art. 5(1)(f), Art. 5(2), Art. 24, Art. 32(1)(b), Art. 32(1)(d), Art. 35",N,0,Not_Evaluated,0,1,0,0,,Y,0,0,0,1,1.0,N,1,0,0,0,0.0,02-07-2020,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,N,1,0,0,0,0.0,N,1,0,0,0,0.0,Mitigating_Factor,Fine,500000.0,46000.0,NOK,Y,1.0,Y,0,0,0,1,1.0,BREACH_NOTIFICATION,1,0,0,0,0,"A Norwegian municipality used the Showbie app for communicating children’s health data without adequate security, lacking two-factor authentication, risk assessment, and a required DPIA. The DPA found violations of Art. 32(1)(b) and (d), Art. 24, Art. 35, and Art. 5(1)(f) and 5(2), noting high risk to children’s rights though no actual damage was established. An administrative fine of NOK 500,000 was imposed, with timely deletion considered a mitigating factor.",N,0.0,,0,0,0,N,0,,0,0,0,DISCUSSED_NO_PRIOR_FOUND,1,0,0,0,Norway_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,dataNorway.csv
1.0,Odin Flissenter AS,,0,0,0,0,S.11 - Non-financial corporations,,,0,0,0,0,0,0,N,0.0,,N,0.0,None_Mentioned,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,1,,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,The Norwegian Data Inspectorate,Not_Evaluated,0,1,0,0,,,,,Not_Evaluated,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,,Not_Discussed,0,1,0,0,0,,Not_Discussed,0,0,0,1,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Considered,"Fine, Compliance_Order",300000.0,27600.0,NOK,,,N,1,0,0,0,0.0,,0,0,0,0,0,"The Norwegian Data Inspectorate notified Odin Flissenter AS of an order and a NOK 300,000 violation fee for credit rating a single-person enterprise without a valid legal basis. The DPA emphasized that credit information about individual companies constitutes personal data linked to the owner’s personal finances and requires a lawful basis. It stressed such data should not be collected by businesses unless objectively justified.",,,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,Aquateknikk AS,Controller,1,0,0,0,S.11 - Non-financial corporations,,BUSINESS,1,0,0,0,0,0,N,0.0,,N,0.0,None_Mentioned,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,1,Single incident,,0,0,0,0,0,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Datatilsynet,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,,,,,,,,1.0,1.0,"Art. 5(1)(a), Art. 5(2), Art. 6(1)(f), Art. 6(1)(e), Art. 6(3), Art. 24, Art. 83",,,,,,,1.0,,,,,,,,1.0,1.0,"Art. 6(1)(f), Art. 5(1)(a), Art. 24",N,0,Y,0,0,0,1,1.0,Y,0,0,0,1,1.0,N,1,0,0,0,0.0,01-04-2021,Partially_Cooperative,0,0,1,0,0,,During_Investigation,0,1,0,0,0,1.0,Not_Assessed,0,1,0,0,,N,1,0,0,0,0.0,Mitigating_Factor,"Fine, Compliance_Order",100000.0,9200.0,NOK,N,0.0,Y,0,0,0,1,1.0,COMPLAINT,0,1,0,0,0,"The Norwegian DPA fined Aquateknikk AS for unlawfully obtaining a competitor’s personal credit information without a valid legal basis and ordered improved internal controls under Art. 24. The DPA rejected arguments for Art. 6(1)(e) and found Art. 6(1)(f) not met, stressing the intrusiveness of credit data and negligence by management. A NOK 100,000 fine and a compliance order were imposed, considering Article 83 factors and the company’s financial situation.",N,0.0,,0,0,0,N,0,,0,0,0,,0,0,0,0,Norway_44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,Radio Grenland AS,Controller,1,0,0,0,S.11 - Non-financial corporations,"Code: 6010, Description: Radio broadcasting, Level: 4",BUSINESS,1,0,0,0,0,0,N,0.0,,N,0.0,Employees,NO,Legitimate_Interest,,,,Not_Assessed,,Not_Discussed,,,6 weeks of daily access; mailbox kept open until January 2020,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Datatilsynet,Not_Evaluated,0,1,0,0,,Y,1.0,Objection,Violated,0,0,0,1,0.0,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,"Art. 6(1)(f), Art. 13, Art. 17(1)(e), Art. 21, Art. 24, Art. 5(1)(a), Art. 5(1)(e), Art. 5(2)",,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,"Art. 6(1)(f), Art. 13, Art. 17(1)(e), Art. 21, Art. 24",N,0,Y,0,0,0,1,1.0,N,1,0,0,0,0.0,Y,0,0,0,1,1.0,06-07-2021,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Neutral,"Fine, Compliance_Order",150000.0,13800.0,NOK,N,0.0,Y,0,0,0,1,1.0,COMPLAINT,0,1,0,0,0,"The Norwegian DPA found that Radio Grenland unlawfully accessed a former employee’s email, failed to inform, kept the mailbox open, and did not delete contents, violating Articles 6(1)(f), 13, 17(1)(e), 21, and 24. The DPA applied Norway’s email access regulations, found the access disproportionate and continued despite objection, and noted inadequate organizational measures. A NOK 150,000 fine and an order to establish written routines were imposed.",N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_45,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,dataNorway.csv
1.0,Østfold HF Hospital,Controller,1,0,0,0,,"Code: 8610, Description: Hospital activities, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,Y,1.0,Health,N,0.0,Patients,NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,13800,August 2013 to January 2019,,0,0,0,0,0,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Datatilsynet,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,"Art. 5(1)(f), Art. 5(2), Art. 5(1)(e), Art. 24, Art. 25, Art. 30, Art. 32, Art. 34",,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,"Art. 32, Art. 24, Art. 5(1)(f), Art. 5(2), Art. 5(1)(e), Art. 25, Art. 30",N,0,Not_Evaluated,0,1,0,0,,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,22-10-2020,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,,0,0,0,0,,,0,0,0,0,,Mitigating_Factor,"Fine, Compliance_Order",750000.0,69000.0,NOK,N,0.0,Y,0,0,0,1,1.0,BREACH_NOTIFICATION,1,0,0,0,0,"The Norwegian DPA fined Østfold HF Hospital NOK 750,000 and ordered improvements after unsecured storage of EHR report extracts left sensitive patient data accessible to 118 employees from 2013–2019. It found violations of GDPR Articles 32, 24, 5(1)(f), 5(1)(e), 5(2), 25, and 30, and related Patient Records Act provisions, citing inadequate access control, lack of logging, poor internal control, and excessive retention. The DPA deemed patient notification under Article 34 unnecessary but required strengthening of the management system, especially access control and storage routines.",N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,dataNorway.csv
